game_pk,date,home_ip_per_gs_rolling_5,away_ip_per_gs_rolling_5
263816,2010-04-04,,
263809,2010-04-05,,
263810,2010-04-05,,
263811,2010-04-05,,
263812,2010-04-05,,
263813,2010-04-05,,
263814,2010-04-05,,
263815,2010-04-05,,
263817,2010-04-05,,
263818,2010-04-05,,
263819,2010-04-05,,
263820,2010-04-05,,
263821,2010-04-05,,
263822,2010-04-05,,
263823,2010-04-06,,
263824,2010-04-06,,
263825,2010-04-06,,
263826,2010-04-06,,
263827,2010-04-06,,
263828,2010-04-06,,
263837,2010-04-06,,
263829,2010-04-07,,
263830,2010-04-07,,
263831,2010-04-07,,
263832,2010-04-07,,
263833,2010-04-07,,
263834,2010-04-07,,
263835,2010-04-07,,
263836,2010-04-07,,
263838,2010-04-07,,
263839,2010-04-07,,
263840,2010-04-07,,
263841,2010-04-07,,
263842,2010-04-07,,
263843,2010-04-07,,
263851,2010-04-07,,
263844,2010-04-08,,
263845,2010-04-08,,
263846,2010-04-08,,
263847,2010-04-08,,
263848,2010-04-08,,
263849,2010-04-08,,
263850,2010-04-08,,
263852,2010-04-08,,
263853,2010-04-08,,
263854,2010-04-08,,
263855,2010-04-08,,
263856,2010-04-09,,
263857,2010-04-09,,
263858,2010-04-09,,
263859,2010-04-09,,
263860,2010-04-09,,
263861,2010-04-09,,
263862,2010-04-09,,
263863,2010-04-09,,
263864,2010-04-09,,
263865,2010-04-09,,
263866,2010-04-09,,
263867,2010-04-09,,
263868,2010-04-09,,
263869,2010-04-09,,
263870,2010-04-09,,
263871,2010-04-10,,6.0
263872,2010-04-10,6.0,4.6667
263873,2010-04-10,5.0,1.3333
263874,2010-04-10,,
263875,2010-04-10,5.0,4.3333
263876,2010-04-10,,4.6667
263877,2010-04-10,,5.3333
263878,2010-04-10,6.0,5.0
263879,2010-04-10,7.0,5.0
263880,2010-04-10,,
263881,2010-04-10,,6.6667
263882,2010-04-10,7.0,
263883,2010-04-10,,
263884,2010-04-10,,3.6667
263885,2010-04-10,,
263886,2010-04-11,,
263887,2010-04-11,,
263888,2010-04-11,5.0,4.0
263889,2010-04-11,,
263890,2010-04-11,7.0,6.6667
263891,2010-04-11,6.0,5.0
263892,2010-04-11,5.0,7.0
263893,2010-04-11,5.0,
263894,2010-04-11,6.0,4.0
263895,2010-04-11,7.0,6.0
263896,2010-04-11,6.6667,6.0
263897,2010-04-11,5.0,7.0
263898,2010-04-11,6.0,
263899,2010-04-11,6.0,7.0
263900,2010-04-11,7.0,
263901,2010-04-12,6.0,5.0
263902,2010-04-12,6.6667,6.0
263903,2010-04-12,6.0,7.6667
263904,2010-04-12,6.0,4.0
263905,2010-04-12,5.0,5.6667
263906,2010-04-12,6.3333,8.0
263907,2010-04-12,6.0,3.6667
263908,2010-04-12,5.0,4.0
263909,2010-04-12,7.0,5.0
263910,2010-04-12,7.0,6.0
263911,2010-04-12,6.6667,5.0
263912,2010-04-12,6.0,
263913,2010-04-13,6.0,6.0
263914,2010-04-13,4.6667,5.0
263915,2010-04-13,5.0,8.0
263916,2010-04-13,6.0,6.0
263917,2010-04-13,5.0,5.0
263918,2010-04-13,4.0,6.0
263919,2010-04-13,5.0,1.3333
263920,2010-04-13,7.0,6.0
263921,2010-04-13,6.6667,6.0
263922,2010-04-14,5.6667,6.0
263923,2010-04-14,5.3333,6.0
263924,2010-04-14,7.0,5.3333
263925,2010-04-14,6.3333,5.0
263926,2010-04-14,5.0,6.0
263927,2010-04-14,6.0,5.6667
263928,2010-04-14,5.3333,6.0
263929,2010-04-14,5.3333,6.0
263930,2010-04-14,4.6667,7.6667
263931,2010-04-14,5.0,7.0
263932,2010-04-14,4.0,5.0
263933,2010-04-14,5.3333,6.0
