game_pk,date,home_k_per_9_rolling_5,away_k_per_9_rolling_5,home_k_per_9_rolling_10,away_k_per_9_rolling_10
263816,2010-04-04,0.0,0.0,0.0,0.0
263809,2010-04-05,0.0,0.0,0.0,0.0
263810,2010-04-05,0.0,0.0,0.0,0.0
263811,2010-04-05,0.0,0.0,0.0,0.0
263812,2010-04-05,0.0,0.0,0.0,0.0
263813,2010-04-05,0.0,0.0,0.0,0.0
263814,2010-04-05,0.0,0.0,0.0,0.0
263815,2010-04-05,0.0,0.0,0.0,0.0
263817,2010-04-05,0.0,0.0,0.0,0.0
263818,2010-04-05,0.0,0.0,0.0,0.0
263819,2010-04-05,0.0,0.0,0.0,0.0
263820,2010-04-05,0.0,0.0,0.0,0.0
263821,2010-04-05,0.0,0.0,0.0,0.0
263822,2010-04-05,0.0,0.0,0.0,0.0
263823,2010-04-06,0.0,0.0,0.0,0.0
263824,2010-04-06,0.0,0.0,0.0,0.0
263825,2010-04-06,0.0,0.0,0.0,0.0
263826,2010-04-06,0.0,0.0,0.0,0.0
263827,2010-04-06,0.0,0.0,0.0,0.0
263828,2010-04-06,0.0,0.0,0.0,0.0
263837,2010-04-06,0.0,0.0,0.0,0.0
263829,2010-04-07,0.0,0.0,0.0,0.0
263830,2010-04-07,0.0,0.0,0.0,0.0
263831,2010-04-07,0.0,0.0,0.0,0.0
263832,2010-04-07,0.0,0.0,0.0,0.0
263833,2010-04-07,0.0,0.0,0.0,0.0
263834,2010-04-07,0.0,0.0,0.0,0.0
263835,2010-04-07,0.0,0.0,0.0,0.0
263836,2010-04-07,0.0,0.0,0.0,0.0
263838,2010-04-07,0.0,0.0,0.0,0.0
263839,2010-04-07,0.0,0.0,0.0,0.0
263840,2010-04-07,0.0,0.0,0.0,0.0
263841,2010-04-07,0.0,0.0,0.0,0.0
263842,2010-04-07,0.0,0.0,0.0,0.0
263843,2010-04-07,0.0,0.0,0.0,0.0
263851,2010-04-07,0.0,0.0,0.0,0.0
263844,2010-04-08,0.0,0.0,0.0,0.0
263845,2010-04-08,0.0,0.0,0.0,0.0
263846,2010-04-08,0.0,0.0,0.0,0.0
263847,2010-04-08,0.0,0.0,0.0,0.0
263848,2010-04-08,0.0,0.0,0.0,0.0
263849,2010-04-08,0.0,0.0,0.0,0.0
263850,2010-04-08,0.0,0.0,0.0,0.0
263852,2010-04-08,0.0,0.0,0.0,0.0
263853,2010-04-08,0.0,0.0,0.0,0.0
263854,2010-04-08,0.0,0.0,0.0,0.0
263855,2010-04-08,0.0,0.0,0.0,0.0
263856,2010-04-09,0.0,0.0,0.0,0.0
263857,2010-04-09,0.0,0.0,0.0,0.0
263858,2010-04-09,0.0,0.0,0.0,0.0
263859,2010-04-09,0.0,0.0,0.0,0.0
263860,2010-04-09,0.0,0.0,0.0,0.0
263861,2010-04-09,0.0,0.0,0.0,0.0
263862,2010-04-09,0.0,0.0,0.0,0.0
263863,2010-04-09,0.0,0.0,0.0,0.0
263864,2010-04-09,0.0,0.0,0.0,0.0
263865,2010-04-09,0.0,0.0,0.0,0.0
263866,2010-04-09,0.0,0.0,0.0,0.0
263867,2010-04-09,0.0,0.0,0.0,0.0
263868,2010-04-09,0.0,0.0,0.0,0.0
263869,2010-04-09,0.0,0.0,0.0,0.0
263870,2010-04-09,0.0,0.0,0.0,0.0
263871,2010-04-10,0.0,3.0,0.0,3.0
263872,2010-04-10,6.0,1.9285576531596205,6.0,1.9285576531596205
263873,2010-04-10,3.6,6.750168754218856,3.6,6.750168754218856
263874,2010-04-10,0.0,0.0,0.0,0.0
263875,2010-04-10,5.4,4.153878106754667,5.4,4.153878106754667
263876,2010-04-10,0.0,5.785672959478862,0.0,5.785672959478862
263877,2010-04-10,0.0,6.750042187763673,0.0,6.750042187763673
263878,2010-04-10,9.0,5.4,9.0,5.4
263879,2010-04-10,5.142857142857143,1.8,5.142857142857143,1.8
263880,2010-04-10,0.0,0.0,0.0,0.0
263881,2010-04-10,0.0,5.399973000135,0.0,5.399973000135
263882,2010-04-10,6.428571428571429,0.0,6.428571428571429,0.0
263883,2010-04-10,0.0,0.0,0.0,0.0
263884,2010-04-10,0.0,0.0,0.0,0.0
263885,2010-04-10,0.0,0.0,0.0,0.0
263886,2010-04-11,0.0,0.0,0.0,0.0
263887,2010-04-11,0.0,0.0,0.0,0.0
263888,2010-04-11,10.8,2.25,10.8,2.25
263889,2010-04-11,0.0,0.0,0.0,0.0
263890,2010-04-11,3.857142857142857,5.399973000135,3.857142857142857,5.399973000135
263891,2010-04-11,9.0,9.0,9.0,9.0
263892,2010-04-11,7.2,12.857142857142858,7.2,12.857142857142858
263893,2010-04-11,9.0,0.0,9.0,0.0
263894,2010-04-11,9.0,9.0,9.0,9.0
263895,2010-04-11,3.857142857142857,6.0,3.857142857142857,6.0
263896,2010-04-11,10.79994600027,4.5,10.79994600027,4.5
263897,2010-04-11,9.0,7.714285714285714,9.0,7.714285714285714
263898,2010-04-11,7.5,0.0,7.5,0.0
263899,2010-04-11,4.5,11.571428571428571,4.5,11.571428571428571
263900,2010-04-11,9.0,0.0,9.0,0.0
263901,2010-04-12,9.0,3.6,9.0,3.6
263902,2010-04-12,6.749966250168749,4.5,6.749966250168749,4.5
263903,2010-04-12,4.5,2.3478158790613954,4.5,2.3478158790613954
263904,2010-04-12,13.5,9.0,13.5,9.0
263905,2010-04-12,1.8,6.3529038064481975,1.8,6.3529038064481975
263906,2010-04-12,8.526360665056131,10.125,8.526360665056131,10.125
263907,2010-04-12,1.5,19.636185125589765,1.5,19.636185125589765
263908,2010-04-12,9.0,4.5,9.0,4.5
263909,2010-04-12,7.714285714285714,7.2,7.714285714285714,7.2
263910,2010-04-12,7.714285714285714,6.0,7.714285714285714,6.0
263911,2010-04-12,8.0999595002025,9.0,8.0999595002025,9.0
263912,2010-04-12,7.5,0.0,7.5,0.0
263913,2010-04-13,6.0,6.0,6.0,6.0
263914,2010-04-13,7.714230612638482,14.4,7.714230612638482,14.4
263915,2010-04-13,7.2,6.75,7.2,6.75
263916,2010-04-13,6.0,4.5,6.0,4.5
263917,2010-04-13,9.0,5.4,9.0,5.4
263918,2010-04-13,4.5,6.0,4.5,6.0
263919,2010-04-13,12.6,0.0,12.6,0.0
263920,2010-04-13,5.142857142857143,10.5,5.142857142857143,10.5
263921,2010-04-13,6.749966250168749,4.5,6.749966250168749,4.5
263922,2010-04-14,7.941129758060248,3.0,7.941129758060248,3.0
263923,2010-04-14,11.812573828586428,7.5,11.812573828586428,7.5
263924,2010-04-14,5.142857142857143,11.812573828586428,5.142857142857143,11.812573828586428
263925,2010-04-14,2.842120221685377,9.0,2.842120221685377,9.0
263926,2010-04-14,5.4,4.5,5.4,4.5
263927,2010-04-14,1.5,9.529355709672297,1.5,9.529355709672297
263928,2010-04-14,8.43755273470459,4.5,8.43755273470459,4.5
263929,2010-04-14,8.43755273470459,9.0,8.43755273470459,9.0
263930,2010-04-14,3.857115306319241,8.217355576714883,3.857115306319241,8.217355576714883
263931,2010-04-14,9.0,3.857142857142857,9.0,3.857142857142857
263932,2010-04-14,4.5,1.8,4.5,1.8
263933,2010-04-14,5.062531640822755,4.5,5.062531640822755,4.5
263934,2010-04-14,12.461634320264,16.200162001620015,12.461634320264,16.200162001620015
263935,2010-04-14,9.0,9.0,9.0,9.0
263936,2010-04-14,5.142857142857143,4.5,5.142857142857143,4.5
263937,2010-04-15,0.0,0.0,0.0,0.0
263938,2010-04-15,7.875,8.56095472937871,7.875,8.56095472937871
263939,2010-04-15,6.0,2.5714285714285716,6.0,2.5714285714285716
263940,2010-04-15,3.272727272727273,7.5,3.272727272727273,7.5
263941,2010-04-15,9.0,6.75,9.0,6.75
263942,2010-04-15,10.800043200172802,0.0,10.800043200172802,0.0
263943,2010-04-15,11.571428571428571,6.0,11.571428571428571,6.0
263944,2010-04-15,3.0,6.0,3.0,6.0
263945,2010-04-15,9.0,0.0,9.0,0.0
263946,2010-04-15,4.5,7.714285714285714,4.5,7.714285714285714
263947,2010-04-15,4.5,10.12487343908201,4.5,10.12487343908201
263948,2010-04-15,2.4545566116209616,5.142857142857143,2.4545566116209616,5.142857142857143
263949,2010-04-16,6.3,6.0,6.3,6.0
263950,2010-04-16,8.307692307692308,7.815768905871301,8.307692307692308,7.815768905871301
263951,2010-04-16,1.8,2.4,1.8,2.4
263952,2010-04-16,2.25,6.749966250168749,2.25,6.749966250168749
263953,2010-04-16,4.5,5.142857142857143,4.5,5.142857142857143
263954,2010-04-16,5.926814812646799,9.0,5.926814812646799,9.0
263955,2010-04-16,9.5625,7.5,9.5625,7.5
263956,2010-04-16,4.5,7.2,4.5,7.2
263957,2010-04-16,2.07691508878812,7.5,2.07691508878812,7.5
263958,2010-04-16,8.307756213509334,5.684240443370754,8.307756213509334,5.684240443370754
263960,2010-04-16,6.230769230769231,11.571428571428571,6.230769230769231,11.571428571428571
263961,2010-04-16,7.615384615384615,9.75,7.615384615384615,9.75
263962,2010-04-16,4.628558204119417,6.394720013894701,4.628558204119417,6.394720013894701
263963,2010-04-16,5.7272727272727275,9.529355709672297,5.7272727272727275,9.529355709672297
263959,2010-04-17,3.857131836766181,4.5,3.857131836766181,4.5
263964,2010-04-17,6.9428373061791255,0.0,6.9428373061791255,0.0
263965,2010-04-17,5.538461538461538,7.425018562546406,5.538461538461538,7.425018562546406
263966,2010-04-17,7.448250178447662,5.906231543026429,7.448250178447662,5.906231543026429
263967,2010-04-17,5.400054000540005,4.090909090909091,5.400054000540005,4.090909090909091
263968,2010-04-17,1.5,9.75,1.5,9.75
263969,2010-04-17,1.5,8.1,1.5,8.1
263970,2010-04-17,0.0,6.394720013894701,0.0,6.394720013894701
263971,2010-04-17,9.94742077589882,8.25,9.94742077589882,8.25
263972,2010-04-17,1.2857142857142858,7.424962875185624,1.2857142857142858,7.424962875185624
263973,2010-04-17,18.0,10.928571428571429,18.0,10.928571428571429
263974,2010-04-17,1.8,8.735319809764146,1.8,8.735319809764146
263975,2010-04-17,4.5,4.5,4.5,4.5
263976,2010-04-17,6.394720013894701,4.909090909090909,6.394720013894701,4.909090909090909
263977,2010-04-17,2.511616225040814,10.80010800108001,2.511616225040814,10.80010800108001
263978,2010-04-17,7.5,6.545454545454546,7.5,6.545454545454546
263979,2010-04-18,0.0,9.642891581755649,0.0,9.642891581755649
263980,2010-04-18,7.5,10.945975529663592,7.5,10.945975529663592
263981,2010-04-18,3.2142857142857144,9.0,3.2142857142857144,9.0
263982,2010-04-18,4.909090909090909,5.785714285714286,4.909090909090909,5.785714285714286
263983,2010-04-18,3.2400129600518404,9.75,3.2400129600518404,9.75
263984,2010-04-18,4.0,4.909090909090909,4.0,4.909090909090909
263985,2010-04-18,9.281220996184388,6.3,9.281220996184388,6.3
263986,2010-04-18,10.21624382768602,3.483882206071632,10.21624382768602,3.483882206071632
263987,2010-04-18,3.24001296005184,9.818226446483848,3.24001296005184,9.818226446483848
263988,2010-04-18,9.9,4.5,9.9,4.5
263989,2010-04-18,8.1,7.875,8.1,7.875
263990,2010-04-18,7.5,9.310312723059575,7.5,9.310312723059575
263991,2010-04-18,9.6,8.485690040885599,9.6,8.485690040885599
263992,2010-04-18,6.923076923076923,4.973671121918101,6.923076923076923,4.973671121918101
263993,2010-04-18,7.8,7.875,7.8,7.875
263994,2010-04-19,4.5,5.869539697653488,4.5,5.869539697653488
263995,2010-04-19,4.090909090909091,5.837853615820583,4.090909090909091,5.837853615820583
263996,2010-04-19,1.4210601108426888,7.147079844352483,1.4210601108426888,7.147079844352483
263997,2010-04-19,6.230769230769231,5.7272727272727275,6.230769230769231,5.7272727272727275
263998,2010-04-19,6.567585317798155,5.684195567906401,6.567585317798155,5.684195567906401
263999,2010-04-19,5.7272727272727275,5.142857142857143,5.7272727272727275,5.142857142857143
264000,2010-04-19,3.5526222299415005,3.2400129600518404,3.5526222299415005,3.2400129600518404
264001,2010-04-19,8.0,5.10812191384301,8.0,5.10812191384301
264002,2010-04-20,8.735319809764146,9.0,8.735319809764146,9.0
264003,2010-04-20,6.923076923076923,11.475028687571719,6.923076923076923,11.475028687571719
264004,2010-04-20,7.941129758060248,9.692307692307692,7.941129758060248,9.692307692307692
264005,2010-04-20,4.5,4.090909090909091,4.5,4.090909090909091
264006,2010-04-20,6.967764412143264,9.818181818181818,6.967764412143264,9.818181818181818
264007,2010-04-20,8.678602423580084,6.17141093882589,8.678602423580084,6.17141093882589
264008,2010-04-20,9.281220996184388,7.363636363636363,9.281220996184388,7.363636363636363
264009,2010-04-20,11.117679757881639,4.7646778548361475,11.117679757881639,4.7646778548361475
264010,2010-04-20,5.906231543026429,12.405438933618738,5.906231543026429,12.405438933618738
264011,2010-04-20,9.0,2.769230769230769,9.0,2.769230769230769
264012,2010-04-20,8.307692307692308,8.590889566160078,8.307692307692308,8.590889566160078
264013,2010-04-20,5.837853615820583,9.486512125708447,5.837853615820583,9.486512125708447
264014,2010-04-20,4.050010125025312,5.684195567906401,4.050010125025312,5.684195567906401
264015,2010-04-20,6.923076923076923,4.846153846153846,6.923076923076923,4.846153846153846
264016,2010-04-20,6.967764412143264,11.454545454545455,6.967764412143264,11.454545454545455
264017,2010-04-21,7.967186992829533,9.642839923500137,7.967186992829533,9.642839923500137
264018,2010-04-21,7.5,5.538461538461538,7.5,5.538461538461538
264019,2010-04-21,4.021268039855234,5.1922877219703,4.021268039855234,5.1922877219703
264020,2010-04-21,9.947368421052632,9.0,9.947368421052632,9.0
264021,2010-04-21,7.3125,8.4,7.3125,8.4
264022,2010-04-21,2.3684210526315788,7.5,2.3684210526315788,7.5
264023,2010-04-21,4.235294117647059,10.8,4.235294117647059,10.8
264024,2010-04-21,1.4210488919766002,7.875,1.4210488919766002,7.875
264025,2010-04-21,5.4,6.967764412143264,5.4,6.967764412143264
264026,2010-04-21,5.5,8.5,5.5,8.5
264027,2010-04-21,3.0,5.7272727272727275,3.0,5.7272727272727275
264028,2010-04-21,6.267845950275089,4.846153846153846,6.267845950275089,4.846153846153846
264029,2010-04-21,7.65,7.132062014977331,7.65,7.132062014977331
264030,2010-04-21,14.086895274368372,11.25,14.086895274368372,11.25
264031,2010-04-21,7.615384615384615,3.6,7.615384615384615,3.6
264032,2010-04-22,8.5,6.7500241072289535,8.5,6.7500241072289535
264033,2010-04-22,2.25,8.571428571428571,2.25,8.571428571428571
264034,2010-04-22,3.789473684210526,7.9411764705882355,3.789473684210526,7.9411764705882355
264035,2010-04-22,5.268279833463821,8.617057944927424,5.268279833463821,8.617057944927424
264036,2010-04-22,3.681834917431443,7.36360958687423,3.681834917431443,7.36360958687423
264037,2010-04-22,7.2,8.526315789473685,7.2,8.526315789473685
264038,2010-04-22,5.711549445287394,5.25,5.711549445287394,5.25
264039,2010-04-22,5.0,9.0,5.0,9.0
264040,2010-04-22,7.2,9.692307692307692,7.2,9.692307692307692
264041,2010-04-22,5.785703954100082,1.9285714285714286,5.785703954100082,1.9285714285714286
264042,2010-04-22,5.7272727272727275,4.5,5.7272727272727275,4.5
264043,2010-04-23,7.615384615384615,2.4545454545454546,7.615384615384615,2.4545454545454546
264044,2010-04-23,7.875,6.3,7.875,6.3
264045,2010-04-23,7.2,9.9,7.2,9.9
264046,2010-04-23,6.267845950275089,5.399989200021601,6.267845950275089,5.399989200021601
264047,2010-04-23,10.124949375253124,5.294117647058823,10.124949375253124,5.294117647058823
264049,2010-04-23,0.0,15.0,0.0,15.0
264050,2010-04-23,4.821445790877825,6.612258392364065,4.821445790877825,6.612258392364065
264051,2010-04-23,7.403213865784088,6.157894736842105,7.403213865784088,6.157894736842105
264052,2010-04-23,1.5,9.160697927325131,1.5,9.160697927325131
264053,2010-04-23,7.2,8.826889127349512,7.2,8.826889127349512
264054,2010-04-23,9.692307692307692,2.5,9.692307692307692,2.5
264055,2010-04-23,7.125,0.0,7.125,0.0
264056,2010-04-23,8.052631578947368,5.603763011767903,8.052631578947368,5.603763011767903
264057,2010-04-23,10.8,6.923076923076923,10.8,6.923076923076923
264048,2010-04-24,6.906992806960016,6.06123685966706,6.906992806960016,6.06123685966706
264058,2010-04-24,6.479987040025921,6.612258392364065,6.479987040025921,6.612258392364065
264059,2010-04-24,4.5,11.089325319018995,4.5,11.089325319018995
264060,2010-04-24,9.75,0.0,9.75,0.0
264061,2010-04-24,6.352941176470588,4.05,6.352941176470588,4.05
264062,2010-04-24,4.959193794273049,0.0,4.959193794273049,0.0
264063,2010-04-24,9.34617181956119,5.399991692320474,9.34617181956119,5.399991692320474
264064,2010-04-24,3.767450621978191,10.588235294117647,3.767450621978191,10.588235294117647
