Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2014-04-05,CLE,MIN,3,7,-158,148,-165,155,8.5,8.5,8.0,8.0,-125,105,-120,110
2014-04-05,TOR,NYY,4,0,-113,103,-133,123,8.5,8.5,9.0,9.0,100,-120,-105,-105
2014-04-05,DET,BAL,7,6,-144,134,-130,120,8.5,8.5,8.5,8.5,-120,100,-110,100
2014-04-05,NYM,CIN,6,3,133,-143,115,-125,7.0,7.0,6.5,6.5,-115,-105,-105,-105
2014-04-05,KC,CHW,4,3,-133,123,-147,137,8.0,8.0,8.0,8.0,-105,-115,100,-110
2014-04-05,CHC,PHI,0,2,108,-118,105,-115,7.0,7.0,6.5,6.5,-110,-110,-105,-105
2014-04-05,OAK,SEA,1,3,117,-127,119,-129,7.0,7.0,7.0,7.0,-105,-115,-101,-109
2014-04-05,WAS,ATL,2,6,-168,158,-148,138,6.5,6.5,6.5,6.5,-125,105,-105,-105
2014-04-05,PIT,SLC,1,6,-161,151,-140,130,7.0,7.0,7.0,7.0,100,-120,108,-118
2014-04-05,TB,TEX,5,4,-188,178,-180,170,7.5,7.5,7.5,7.5,-110,-110,100,-110
2014-04-05,MIA,SD,5,0,-150,140,-141,131,6.5,6.5,6.5,6.5,-105,-115,100,-120
2014-04-05,HOU,LAA,1,5,127,-137,140,-150,9.0,9.0,9.0,9.0,-120,100,-110,100
2014-04-05,BOS,MIL,6,7,-193,183,-182,172,9.0,9.0,8.5,8.5,100,-120,-110,-110
2014-04-05,COL,ARI,9,4,-140,130,-115,105,10.0,10.0,9.5,9.5,-120,100,105,-115
2014-04-05,LAD,SF,2,7,108,-118,105,-115,7.5,7.5,7.5,7.5,-105,-115,106,-116
