Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
2014-08-20,PHI,SEA,4,3,-135,125,-118,108,7.0,7.0,6.5,6.5,-120,100,-110,100
2014-08-20,MIN,CLE,0,5,111,-121,101,-111,8.5,8.5,8.5,8.5,-110,-110,-105,-105
2014-08-20,CHW,BAL,3,4,124,-134,142,-152,8.5,8.5,8.5,8.5,-120,100,-109,-101
2014-08-20,TB,DET,0,6,-128,118,-132,122,7.0,7.0,7.5,7.5,-115,-105,115,-125
2014-08-20,NYY,HOU,2,5,-173,163,-215,195,8.5,8.5,8.5,8.5,100,-120,-105,-115
2014-08-20,WAS,ARI,3,2,-195,184,-185,175,7.0,7.0,7.0,7.0,-125,105,-120,110
2014-08-20,CHC,SF,3,8,117,-127,119,-129,7.5,7.5,8.5,8.5,-110,-110,-110,100
2014-08-20,SLC,CIN,7,3,-109,-101,-110,100,7.0,7.0,6.5,6.5,100,-120,-110,100
2014-08-20,OAK,NYM,5,8,-187,177,-196,183,7.0,7.0,7.0,7.0,-110,-110,-125,115
2014-08-20,MIA,TEX,4,5,-159,149,-145,135,8.0,8.0,7.5,7.5,100,-120,100,-110
2014-08-20,PIT,ATL,3,2,-121,111,-116,106,7.0,7.0,7.5,7.5,-115,-105,115,-125
2014-08-20,MIL,TOR,5,9,-141,131,-122,112,8.5,8.5,9.0,9.0,100,-120,115,-125
2014-08-20,LAD,SD,1,4,-148,138,-137,127,7.0,7.0,7.5,7.5,-120,100,-110,100
2014-08-20,BOS,LAA,3,8,133,-143,115,-125,8.5,8.5,8.0,8.0,-110,-110,-108,-102
2014-08-20,COL,KC,5,2,113,-123,-102,-108,9.5,9.5,9.5,9.5,-110,-110,100,-110
