game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058816,2026-06-13,MIN,STL,,,101,-104,101,-104,8.5,8.5,8.5,8.5,-128,120,-128,120
5058817,2026-06-13,TOR,NYY,,,115,-117,115,-117,7.5,7.5,7.5,7.5,-112,104,-112,104
5058818,2026-06-13,PIT,MIA,,,-119,116,-119,116,9.5,9.5,9.5,9.5,126,-132,126,-132
5058819,2026-06-13,BAL,SD,,,-115,113,-115,113,10.5,10.5,10.5,10.5,109,-117,109,-117
5058820,2026-06-13,WSH,SEA,,,-106,102,-106,102,8.5,8.5,8.5,8.5,-122,119,-122,119
5058821,2026-06-13,CIN,ARI,,,125,-129,125,-129,9.5,9.5,9.5,9.5,100,-107,100,-107
5058822,2026-06-13,NYM,ATL,,,-107,103,-107,103,8.5,8.5,8.5,8.5,104,-108,104,-108
5058823,2026-06-13,CLE,DET,,,137,-142,137,-142,7.5,7.5,7.5,7.5,-106,102,-106,102
5058824,2026-06-13,BOS,TEX,,,-110,106,-110,106,7.5,7.5,7.5,7.5,-111,104,-111,104
5058825,2026-06-13,CHW,LAD,,,181,-189,181,-189,8.5,8.5,8.5,8.5,108,-115,108,-115
5058826,2026-06-13,KC,HOU,,,-119,118,-119,118,9.5,9.5,9.5,9.5,106,-112,106,-112
5058827,2026-06-13,MIL,PHI,,,-135,130,-135,130,8.5,8.5,8.5,8.5,104,-110,104,-110
5058828,2026-06-13,SF,CHC,,,115,-117,115,-117,7.5,7.5,7.5,7.5,-117,114,-117,114
5058829,2026-06-13,OAK,COL,,,-160,154,-160,154,14.5,14.5,14.5,14.5,106,-113,106,-113
5058830,2026-06-13,LAA,TB,,,100,-104,100,-104,8.5,8.5,8.5,8.5,109,-115,109,-115
