game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058365,2026-05-10,MIA,WSH,,,-123,122,-123,122,8.5,8.5,8.5,8.5,107,-110,107,-110
5058366,2026-05-10,BAL,OAK,,,100,-103,100,-103,10.5,10.5,10.5,10.5,112,-120,112,-120
5058367,2026-05-10,PHI,COL,,,-279,272,-279,272,8.5,8.5,8.5,8.5,101,-109,101,-109
5058368,2026-05-10,BOS,TB,,,-126,126,-126,126,8.5,8.5,8.5,8.5,103,-113,103,-113
5058369,2026-05-10,TOR,LAA,,,-104,102,-104,102,8.5,8.5,8.5,8.5,107,-118,107,-118
5058370,2026-05-10,CIN,HOU,,,-111,111,-111,111,9.5,9.5,9.5,9.5,110,-116,110,-116
5058371,2026-05-10,CLE,MIN,,,-150,146,-150,146,7.5,7.5,7.5,7.5,108,-114,108,-114
5058372,2026-05-10,MIL,NYY,,,109,-111,109,-111,8.5,8.5,8.5,8.5,109,-118,109,-118
5058373,2026-05-10,CHW,SEA,,,117,-121,117,-121,8.5,8.5,8.5,8.5,118,-123,118,-123
5058374,2026-05-10,TEX,CHC,,,-118,114,-118,114,7.5,7.5,7.5,7.5,-116,105,-116,105
5058375,2026-05-10,SF,PIT,,,-108,107,-108,107,8.5,8.5,8.5,8.5,112,-116,112,-116
5058376,2026-05-10,LAD,ATL,,,-128,122,-128,122,9.5,9.5,9.5,9.5,121,-126,121,-126
5058377,2026-05-10,ARI,NYM,,,-107,101,-107,101,8.5,8.5,8.5,8.5,-108,104,-108,104
5058378,2026-05-10,SD,STL,,,-123,120,-123,120,8.5,8.5,8.5,8.5,102,-113,102,-113
5058379,2026-05-10,KC,DET,,,-120,115,-120,115,8.5,8.5,8.5,8.5,102,-112,102,-112
