game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058671,2026-06-02,TB,DET,,,-130,127,-130,127,8.5,8.5,8.5,8.5,105,-108,105,-108
5058672,2026-06-02,PHI,SD,,,-128,125,-128,125,8.5,8.5,8.5,8.5,111,-112,111,-112
5058673,2026-06-02,BOS,BAL,,,-127,124,-127,124,8.5,8.5,8.5,8.5,101,-101,101,-101
5058674,2026-06-02,WSH,MIA,,,-108,105,-108,105,8.5,8.5,8.5,8.5,-123,121,-123,121
5058675,2026-06-02,NYY,CLE,,,-217,214,-217,214,7.5,7.5,7.5,7.5,-101,-101,-101,-101
5058676,2026-06-02,CIN,KC,,,-117,111,-117,111,8.5,8.5,8.5,8.5,-125,124,-125,124
5058677,2026-06-02,ATL,TOR,,,-120,117,-120,117,7.5,7.5,7.5,7.5,-113,112,-113,112
5058678,2026-06-02,MIN,CHW,,,112,-115,112,-115,8.5,8.5,8.5,8.5,115,-116,115,-116
5058679,2026-06-02,MIL,SF,,,-198,186,-198,186,7.5,7.5,7.5,7.5,107,-111,107,-111
5058680,2026-06-02,STL,TEX,,,100,-103,100,-103,6.5,6.5,6.5,6.5,-133,130,-133,130
5058681,2026-06-02,CHC,OAK,,,-119,113,-119,113,7.5,7.5,7.5,7.5,-102,-103,-102,-103
5058682,2026-06-02,HOU,PIT,,,-105,104,-105,104,8.5,8.5,8.5,8.5,-123,119,-123,119
5058683,2026-06-02,LAA,COL,,,-147,143,-147,143,8.5,8.5,8.5,8.5,-117,112,-117,112
5058684,2026-06-02,ARI,LAD,,,108,-114,108,-114,9.5,9.5,9.5,9.5,110,-112,110,-112
5058685,2026-06-02,SEA,NYM,,,-137,136,-137,136,7.5,7.5,7.5,7.5,100,-105,100,-105
