game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058254,2026-05-02,NYY,BAL,,,-156,154,-156,154,2.5,2.5,2.5,2.5,-107,101,-107,101
5058255,2026-05-02,MIN,TOR,,,114,-118,114,-118,1.5,1.5,1.5,1.5,100,-104,100,-104
5058256,2026-05-02,CHC,ARI,,,-157,151,-157,151,1.5,1.5,1.5,1.5,108,-114,108,-114
5058257,2026-05-02,PIT,CIN,,,-123,122,-123,122,1.5,1.5,1.5,1.5,112,-116,112,-116
5058258,2026-05-02,WSH,MIL,,,121,-126,121,-126,1.5,1.5,1.5,1.5,-104,100,-104,100
5058259,2026-05-02,OAK,CLE,,,-129,123,-129,123,2.5,2.5,2.5,2.5,104,-112,104,-112
5058260,2026-05-02,BOS,HOU,,,-119,117,-119,117,2.5,2.5,2.5,2.5,-125,114,-125,114
5058261,2026-05-02,MIA,PHI,,,-110,106,-110,106,1.5,1.5,1.5,1.5,100,-105,100,-105
5058262,2026-05-02,TB,SF,,,-103,-101,-103,-101,1.5,1.5,1.5,1.5,-104,-104,-104,-104
5058263,2026-05-02,DET,TEX,,,-129,122,-129,122,1.5,1.5,1.5,1.5,100,-107,100,-107
5058264,2026-05-02,STL,LAD,,,121,-125,121,-125,2.5,2.5,2.5,2.5,-122,104,-122,104
5058265,2026-05-02,COL,ATL,,,210,-212,210,-212,2.5,2.5,2.5,2.5,-130,111,-130,111
5058266,2026-05-02,SD,CHW,,,-179,168,-179,168,2.5,2.5,2.5,2.5,-123,114,-123,114
5058267,2026-05-02,LAA,NYM,,,120,-124,120,-124,7.5,7.5,7.5,7.5,-113,104,-113,104
5058268,2026-05-02,SEA,KC,,,-135,128,-135,128,2.5,2.5,2.5,2.5,-107,-103,-107,-103
