game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5057989,2026-04-12,PHI,ARI,,,-130,120,-130,120,7.5,7.5,7.5,7.5,1120,-5600,1120,-5600
5057990,2026-04-12,BAL,SF,,,-120,104,-120,104,7.5,7.5,7.5,7.5,-138,106,-138,106
5057991,2026-04-12,TOR,MIN,,,-130,114,-130,114,12.5,12.5,12.5,12.5,-139,107,-139,107
5057992,2026-04-12,CIN,LAA,,,-105,-110,-105,-110,14.5,14.5,14.5,14.5,117,-153,117,-153
5057993,2026-04-12,NYM,OAK,,,-164,145,-164,145,1.5,1.5,1.5,1.5,790,-2000,790,-2000
5057994,2026-04-12,DET,MIA,,,-169,145,-169,145,6.5,6.5,6.5,6.5,116,-151,116,-151
5057995,2026-04-12,TB,NYY,,,114,-135,114,-135,9.5,9.5,9.5,9.5,295,-429,295,-429
5057996,2026-04-12,KC,CHW,,,-179,154,-179,154,8.5,8.5,8.5,8.5,-128,-102,-128,-102
5057997,2026-04-12,MIL,WSH,,,-222,185,-222,185,14.5,14.5,14.5,14.5,504,-890,504,-890
5057998,2026-04-12,STL,BOS,,,-102,-115,-102,-115,11.5,11.5,11.5,11.5,108,-141,108,-141
5057999,2026-04-12,CHC,PIT,,,-130,114,-130,114,13.5,13.5,13.5,13.5,214,-293,214,-293
5058000,2026-04-12,SD,COL,,,-227,185,-227,185,9.5,9.5,9.5,9.5,122,-159,122,-159
5058001,2026-04-12,SEA,HOU,,,-189,160,-189,160,7.5,7.5,7.5,7.5,-129,-101,-129,-101
5058002,2026-04-12,LAD,TEX,,,-125,110,-125,110,7.5,7.5,7.5,7.5,106,-138,106,-138
5058003,2026-04-12,ATL,CLE,,,-200,165,-200,165,7.0,7.0,7.0,7.0,-118,-102,-118,-102
