game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058124,2026-04-22,MIA,STL,,,-134,130,-134,130,8.5,8.5,8.5,8.5,-104,104,-104,104
5058125,2026-04-22,TB,CIN,,,-127,123,-127,123,8.5,8.5,8.5,8.5,-107,104,-107,104
5058126,2026-04-22,CLE,HOU,,,-135,134,-135,134,7.5,7.5,7.5,7.5,-119,115,-119,115
5058127,2026-04-22,KC,BAL,,,-121,118,-121,118,9.5,9.5,9.5,9.5,103,-111,103,-111
5058128,2026-04-22,LAA,TOR,,,-146,144,-146,144,7.5,7.5,7.5,7.5,-118,112,-118,112
5058129,2026-04-22,SEA,OAK,,,-169,165,-169,165,7.5,7.5,7.5,7.5,-104,100,-104,100
5058130,2026-04-22,DET,MIL,,,-126,122,-126,122,7.5,7.5,7.5,7.5,-113,110,-113,110
5058131,2026-04-22,WSH,ATL,,,135,-139,135,-139,8.5,8.5,8.5,8.5,-128,116,-128,116
5058132,2026-04-22,BOS,NYY,,,129,-130,129,-130,7.5,7.5,7.5,7.5,-105,100,-105,100
5058133,2026-04-22,NYM,MIN,,,-141,138,-141,138,7.5,7.5,7.5,7.5,-115,108,-115,108
5058134,2026-04-22,CHC,PHI,,,-161,155,-161,155,7.5,7.5,7.5,7.5,-120,113,-120,113
5058135,2026-04-22,TEX,PIT,,,102,-104,102,-104,8.5,8.5,8.5,8.5,114,-124,114,-124
5058136,2026-04-22,COL,SD,,,138,-145,138,-145,12.5,12.5,12.5,12.5,107,-112,107,-112
5058137,2026-04-22,ARI,CHW,,,-144,136,-144,136,9.5,9.5,9.5,9.5,108,-118,108,-118
5058138,2026-04-22,SF,LAD,,,190,-197,190,-197,7.5,7.5,7.5,7.5,-113,107,-113,107
