game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5057806,2026-03-29,ATL,KC,1,4,-149,125,-149,125,8.5,8.5,8.5,8.5,-110,-110,-110,-110
5057807,2026-03-29,BAL,MIN,8,6,-154,135,-154,135,8.5,8.5,8.5,8.5,-110,-110,-110,-110
5057808,2026-03-29,PHI,TEX,3,8,-159,140,-159,140,8.5,8.5,8.5,8.5,-110,-110,-110,-110
5057809,2026-03-29,TOR,OAK,5,2,-149,135,-149,135,8.5,8.5,8.5,8.5,-110,-110,-110,-110
5057810,2026-03-29,CIN,BOS,3,2,118,-135,118,-135,8.5,8.5,8.5,8.5,-110,-110,-110,-110
5057811,2026-03-29,MIA,COL,4,3,-189,160,-189,160,8.5,8.5,8.5,8.5,-110,-110,-110,-110
5057812,2026-03-29,NYM,PIT,3,4,-179,154,-179,154,8.5,8.5,8.5,8.5,-110,-110,-110,-110
5057813,2026-03-29,HOU,LAA,9,7,-169,150,-169,150,8.5,8.5,8.5,8.5,-110,-110,-110,-110
5057814,2026-03-29,MIL,CHW,9,7,-164,140,-164,140,8.5,8.5,8.5,8.5,-110,-110,-110,-110
5057815,2026-03-29,STL,TB,7,11,104,-115,104,-115,8.5,8.5,8.5,8.5,-110,-110,-110,-110
5057816,2026-03-29,CHC,WSH,3,6,-250,210,-250,210,8.5,8.5,8.5,8.5,-110,-110,-110,-110
5057817,2026-03-29,SEA,CLE,8,0,-149,125,-149,125,8.5,8.5,8.5,8.5,-110,-110,-110,-110
