game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058710,2026-06-05,CHC,SF,,,-165,164,-165,164,10.5,10.5,10.5,10.5,-120,117,-120,117
5058711,2026-06-05,PHI,CHW,,,-170,168,-170,168,8.5,8.5,8.5,8.5,-104,100,-104,100
5058712,2026-06-05,DET,SEA,,,111,-113,111,-113,7.5,7.5,7.5,7.5,-109,104,-109,104
5058713,2026-06-05,NYY,BOS,,,-136,134,-136,134,8.5,8.5,8.5,8.5,109,-122,109,-122
5058714,2026-06-05,TOR,BAL,,,-140,136,-140,136,8.5,8.5,8.5,8.5,102,-110,102,-110
5058715,2026-06-05,MIA,TB,,,126,-130,126,-130,7.5,7.5,7.5,7.5,-117,111,-117,111
5058716,2026-06-05,ATL,PIT,,,-138,137,-138,137,8.5,8.5,8.5,8.5,-102,-106,-102,-106
5058718,2026-06-05,HOU,OAK,,,-101,-101,-101,-101,8.5,8.5,8.5,8.5,-124,122,-124,122
5058717,2026-06-05,TEX,CLE,,,123,-124,123,-124,7.5,7.5,7.5,7.5,-103,-100,-103,-100
5058719,2026-06-05,MIN,KC,,,-107,105,-107,105,8.5,8.5,8.5,8.5,-102,-103,-102,-103
5058720,2026-06-05,STL,CIN,,,-135,132,-135,132,9.5,9.5,9.5,9.5,123,-131,123,-131
5058721,2026-06-05,COL,MIL,,,142,-145,142,-145,11.5,11.5,11.5,11.5,-115,110,-115,110
5058722,2026-06-05,SD,NYM,,,-122,120,-122,120,7.5,7.5,7.5,7.5,117,-119,117,-119
5058723,2026-06-05,ARI,WSH,,,-120,119,-120,119,8.5,8.5,8.5,8.5,-127,116,-127,116
5058724,2026-06-05,LAD,LAA,,,-184,179,-184,179,8.5,8.5,8.5,8.5,111,-115,111,-115
