game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058230,2026-04-30,ATL,DET,,,-118,116,-118,116,8.5,8.5,8.5,8.5,-111,106,-111,106
5058231,2026-04-30,BAL,HOU,,,-114,110,-114,110,8.5,8.5,8.5,8.5,-122,115,-122,115
5058232,2026-04-30,PIT,STL,,,-211,205,-211,205,7.5,7.5,7.5,7.5,117,-122,117,-122
5058234,2026-04-30,PHI,SF,,,-140,138,-140,138,7.5,7.5,7.5,7.5,126,-134,126,-134
5058233,2026-04-30,CIN,COL,,,-155,153,-155,153,8.5,8.5,8.5,8.5,-118,117,-118,117
5058235,2026-04-30,NYM,WSH,,,-189,184,-189,184,7.5,7.5,7.5,7.5,-109,106,-109,106
5058236,2026-04-30,MIL,ARI,,,-116,113,-116,113,7.5,7.5,7.5,7.5,-103,-103,-103,-103
5058237,2026-04-30,OAK,KC,,,-121,119,-121,119,9.5,9.5,9.5,9.5,-116,107,-116,107
7345140,2026-04-30,BAL,HOU,,,-114,110,-114,110,8.5,8.5,8.5,8.5,-122,115,-122,115
7364165,2026-04-30,PHI,SF,,,-140,138,-140,138,7.5,7.5,7.5,7.5,126,-134,126,-134
5058238,2026-04-30,MIN,TOR,,,120,-122,120,-122,7.5,7.5,7.5,7.5,-113,106,-113,106
