game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058044,2026-04-16,PIT,WSH,,,-143,139,-143,139,8.5,8.5,8.5,8.5,-116,112,-116,112
5058045,2026-04-16,CIN,SF,,,-121,117,-121,117,8.5,8.5,8.5,8.5,104,-111,104,-111
5058046,2026-04-16,DET,KC,,,107,-112,107,-112,8.5,8.5,8.5,8.5,-102,-107,-102,-107
5058047,2026-04-16,NYY,LAA,,,-258,250,-258,250,9.5,9.5,9.5,9.5,100,-107,100,-107
5058048,2026-04-16,MIL,TOR,,,-122,120,-122,120,8.5,8.5,8.5,8.5,105,-110,105,-110
5058049,2026-04-16,CHW,TB,,,117,-121,117,-121,8.5,8.5,8.5,8.5,105,-113,105,-113
5058050,2026-04-16,OAK,TEX,,,108,-111,108,-111,8.5,8.5,8.5,8.5,-112,107,-112,107
5058051,2026-04-16,CLE,BAL,,,-116,112,-116,112,8.5,8.5,8.5,8.5,111,-120,111,-120
5058052,2026-04-16,HOU,COL,,,-172,165,-172,165,8.5,8.5,8.5,8.5,-116,110,-116,110
5058053,2026-04-16,SD,SEA,,,105,-109,105,-109,8.5,8.5,8.5,8.5,100,-108,100,-108
