game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
7746396,2026-07-17,BOS,TB,,,-106,104,-106,104,8.5,8.5,8.5,8.5,113,-117,113,-117
5059226,2026-07-17,NYY,LAD,,,100,-102,100,-102,9.5,9.5,9.5,9.5,122,-127,122,-127
5059228,2026-07-17,CLE,PIT,,,-120,115,-120,115,7.5,7.5,7.5,7.5,104,-108,104,-108
5059229,2026-07-17,BOS,TB,,,-106,104,-106,104,8.5,8.5,8.5,8.5,113,-117,113,-117
5059227,2026-07-17,TOR,CHW,,,-125,120,-125,120,8.5,8.5,8.5,8.5,100,-102,100,-102
5059230,2026-07-17,ATL,TEX,,,-199,190,-199,190,7.5,7.5,7.5,7.5,-120,115,-120,115
5059231,2026-07-17,MIL,MIA,,,-138,135,-138,135,8.5,8.5,8.5,8.5,111,-115,111,-115
5059232,2026-07-17,CHC,MIN,,,-135,127,-135,127,10.5,10.5,10.5,10.5,-106,104,-106,104
5059233,2026-07-17,HOU,BAL,,,-108,106,-108,106,8.5,8.5,8.5,8.5,-115,111,-115,111
5059234,2026-07-17,KC,SD,,,113,-115,113,-115,10.5,10.5,10.5,10.5,106,-111,106,-111
5059235,2026-07-17,COL,CIN,,,-106,104,-106,104,12.5,12.5,12.5,12.5,108,-113,108,-113
5059236,2026-07-17,LAA,DET,,,104,-106,104,-106,8.5,8.5,8.5,8.5,104,-111,104,-111
5059237,2026-07-17,ARI,STL,,,104,-106,104,-106,9.5,9.5,9.5,9.5,117,-122,117,-122
5059238,2026-07-17,OAK,WSH,,,-102,-104,-102,-104,10.5,10.5,10.5,10.5,113,-120,113,-120
5059239,2026-07-17,SEA,SF,,,-144,141,-144,141,7.5,7.5,7.5,7.5,117,-120,117,-120
