game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5059005,2026-06-27,BOS,NYY,,,113,-115,113,-115,8.5,8.5,8.5,8.5,104,-113,104,-113
5059004,2026-06-27,DET,HOU,,,-125,122,-125,122,8.5,8.5,8.5,8.5,104,-108,104,-108
5059006,2026-06-27,TOR,TEX,,,-178,174,-178,174,7.5,7.5,7.5,7.5,-117,113,-117,113
5059007,2026-06-27,PIT,CIN,,,106,-111,106,-111,7.5,7.5,7.5,7.5,-117,111,-117,111
5059008,2026-06-27,NYM,PHI,,,-125,117,-125,117,8.5,8.5,8.5,8.5,-120,115,-120,115
5059009,2026-06-27,CHW,KC,,,-133,127,-133,127,8.5,8.5,8.5,8.5,113,-117,113,-117
5059010,2026-06-27,TB,ARI,,,-141,135,-141,135,8.5,8.5,8.5,8.5,106,-108,106,-108
5059011,2026-06-27,BAL,WSH,,,-111,108,-111,108,8.5,8.5,8.5,8.5,-120,113,-120,113
5059012,2026-06-27,CLE,SEA,,,130,-138,130,-138,7.5,7.5,7.5,7.5,106,-111,106,-111
5059013,2026-06-27,MIL,CHC,,,-160,150,-160,150,7.5,7.5,7.5,7.5,-115,111,-115,111
5059014,2026-06-27,MIN,COL,,,-130,127,-130,127,9.5,9.5,9.5,9.5,102,-108,102,-108
5059015,2026-06-27,STL,MIA,,,-133,125,-133,125,8.5,8.5,8.5,8.5,-102,100,-102,100
5059016,2026-06-27,SD,LAD,,,178,-182,178,-182,8.5,8.5,8.5,8.5,113,-127,113,-127
5059017,2026-06-27,SF,ATL,,,-122,117,-122,117,7.5,7.5,7.5,7.5,-115,106,-115,106
5059018,2026-06-27,LAA,OAK,,,-102,100,-102,100,8.5,8.5,8.5,8.5,106,-113,106,-113
