game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5057959,2026-04-10,CHC,PIT,0,2,-149,135,-149,135,6.5,6.5,6.5,6.5,-122,100,-122,100
5057960,2026-04-10,CIN,LAA,2,10,-179,165,-179,165,9.0,9.0,9.0,9.0,-102,-120,-102,-120
5057961,2026-04-10,PHI,ARI,4,5,-179,150,-179,150,8.0,8.0,8.0,8.0,-116,-106,-116,-106
5057962,2026-04-10,DET,MIA,2,0,-130,114,-130,114,8.5,8.5,8.5,8.5,-112,-108,-112,-108
5057963,2026-04-10,BAL,SF,3,6,-125,104,-125,104,8.5,8.5,8.5,8.5,-106,-116,-106,-116
5057964,2026-04-10,TOR,MIN,10,4,-154,135,-154,135,9.0,9.0,9.0,9.0,-105,-117,-105,-117
5057965,2026-04-10,NYM,OAK,0,4,-143,125,-143,125,7.5,7.5,7.5,7.5,-110,-107,-110,-107
5057966,2026-04-10,TB,NYY,5,3,100,-115,100,-115,8.0,8.0,8.0,8.0,-118,-104,-118,-104
5057967,2026-04-10,ATL,CLE,11,5,-139,120,-139,120,8.5,8.5,8.5,8.5,-113,-107,-113,-107
5057968,2026-04-10,KC,CHW,2,0,-179,150,-179,150,7.5,7.5,7.5,7.5,-104,-117,-104,-117
5057969,2026-04-10,MIL,WSH,3,7,-200,170,-200,170,8.5,8.5,8.5,8.5,-111,-109,-111,-109
5057970,2026-04-10,STL,BOS,3,2,118,-135,118,-135,7.5,7.5,7.5,7.5,105,-126,105,-126
5057971,2026-04-10,SD,COL,5,2,-169,145,-169,145,8.0,8.0,8.0,8.0,-113,-108,-113,-108
5057972,2026-04-10,SEA,HOU,9,6,-130,120,-130,120,8.0,8.0,8.0,8.0,-107,-114,-107,-114
5057973,2026-04-10,LAD,TEX,8,7,-227,200,-227,200,8.5,8.5,8.5,8.5,-108,-112,-108,-112
