game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5868557,2026-05-17,TB,MIA,,,-144,142,-144,142,7.5,7.5,7.5,7.5,111,-116,111,-116
5868558,2026-05-17,WSH,BAL,,,114,-116,114,-116,10.5,10.5,10.5,10.5,110,-117,110,-117
5868559,2026-05-17,ATL,BOS,,,-146,140,-146,140,8.5,8.5,8.5,8.5,-106,105,-106,105
5868560,2026-05-17,PIT,PHI,,,-126,124,-126,124,7.5,7.5,7.5,7.5,125,-128,125,-128
5868561,2026-05-17,CLE,CIN,,,-153,148,-153,148,8.5,8.5,8.5,8.5,-102,-104,-102,-104
5868562,2026-05-17,NYM,NYY,,,-107,105,-107,105,8.5,8.5,8.5,8.5,-110,103,-110,103
5868563,2026-05-17,DET,TOR,,,116,-118,116,-118,7.5,7.5,7.5,7.5,-114,106,-114,106
5868564,2026-05-17,CHW,CHC,,,117,-120,117,-120,8.5,8.5,8.5,8.5,-116,109,-116,109
5868565,2026-05-17,MIN,MIL,,,111,-116,111,-116,7.5,7.5,7.5,7.5,-115,107,-115,107
5868566,2026-05-17,HOU,TEX,,,108,-112,108,-112,8.5,8.5,8.5,8.5,113,-121,113,-121
5868567,2026-05-17,STL,KC,,,-107,104,-107,104,9.5,9.5,9.5,9.5,120,-128,120,-128
5868568,2026-05-17,COL,ARI,,,135,-141,135,-141,10.5,10.5,10.5,10.5,-113,101,-113,101
5868569,2026-05-17,OAK,SF,,,-142,138,-142,138,9.5,9.5,9.5,9.5,-105,-102,-105,-102
5868570,2026-05-17,LAA,LAD,,,125,-129,125,-129,9.5,9.5,9.5,9.5,108,-110,108,-110
5868571,2026-05-17,SEA,SD,,,-151,144,-151,144,7.5,7.5,7.5,7.5,102,-104,102,-104
