game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058846,2026-06-15,PHI,MIA,,,-189,183,-189,183,7.5,7.5,7.5,7.5,-122,114,-122,114
5058847,2026-06-15,WSH,KC,,,-124,123,-124,123,9.5,9.5,9.5,9.5,112,-118,112,-118
5058848,2026-06-15,CIN,NYM,,,-126,123,-126,123,8.5,8.5,8.5,8.5,107,-112,107,-112
5058849,2026-06-15,STL,SD,,,-145,142,-145,142,8.5,8.5,8.5,8.5,-104,104,-104,104
5058850,2026-06-15,CHC,COL,,,-196,191,-196,191,9.5,9.5,9.5,9.5,113,-114,113,-114
5058851,2026-06-15,TEX,MIN,,,-153,150,-153,150,8.5,8.5,8.5,8.5,107,-116,107,-116
5058852,2026-06-15,HOU,DET,,,-116,111,-116,111,8.5,8.5,8.5,8.5,-117,112,-117,112
5058853,2026-06-15,ARI,LAA,,,-120,119,-120,119,9.5,9.5,9.5,9.5,112,-121,112,-121
5058854,2026-06-15,OAK,PIT,,,-117,113,-117,113,10.5,10.5,10.5,10.5,106,-108,106,-108
5058855,2026-06-15,LAD,TB,,,-157,155,-157,155,9.5,9.5,9.5,9.5,112,-121,112,-121
