game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5059270,2026-07-20,CLE,MIN,,,111,-113,111,-113,7.5,7.5,7.5,7.5,-101,-102,-101,-102
5059274,2026-07-20,PHI,LAD,,,-127,125,-127,125,8.5,8.5,8.5,8.5,-102,-104,-102,-104
5059271,2026-07-20,NYY,PIT,,,-108,106,-108,106,7.5,7.5,7.5,7.5,-108,106,-108,106
5059272,2026-07-20,TOR,TB,,,-153,150,-153,150,7.5,7.5,7.5,7.5,104,-108,104,-108
5059273,2026-07-20,BOS,BAL,,,-144,141,-144,141,8.5,8.5,8.5,8.5,-115,113,-115,113
5059275,2026-07-20,ATL,SD,,,-125,120,-125,120,9.5,9.5,9.5,9.5,113,-117,113,-117
5059276,2026-07-20,MIL,NYM,,,-190,186,-190,186,7.5,7.5,7.5,7.5,-104,102,-104,102
5059277,2026-07-20,KC,SF,,,-113,106,-113,106,10.5,10.5,10.5,10.5,106,-111,106,-111
5059278,2026-07-20,TEX,CHW,,,-160,153,-160,153,7.5,7.5,7.5,7.5,-102,100,-102,100
5059279,2026-07-20,CHC,DET,,,-106,104,-106,104,11.5,11.5,11.5,11.5,113,-117,113,-117
5059280,2026-07-20,HOU,MIA,,,-115,111,-115,111,9.5,9.5,9.5,9.5,138,-163,138,-163
5059281,2026-07-20,COL,WSH,,,113,-117,113,-117,11.5,11.5,11.5,11.5,-117,106,-117,106
5059282,2026-07-20,ARI,OAK,,,-138,130,-138,130,9.5,9.5,9.5,9.5,108,-120,108,-120
5059283,2026-07-20,SEA,CIN,,,-135,133,-135,133,7.5,7.5,7.5,7.5,-102,100,-102,100
5059284,2026-07-20,LAA,STL,,,-106,102,-106,102,9.5,9.5,9.5,9.5,120,-127,120,-127
