game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058069,2026-04-18,NYY,KC,,,-157,156,-157,156,8.5,8.5,8.5,8.5,112,-121,112,-121
5058070,2026-04-18,MIN,CIN,,,-124,120,-124,120,7.5,7.5,7.5,7.5,-117,112,-117,112
5058071,2026-04-18,CHC,NYM,,,-105,102,-105,102,8.5,8.5,8.5,8.5,107,-122,107,-122
5058072,2026-04-18,WSH,SF,,,103,-106,103,-106,9.5,9.5,9.5,9.5,-107,-102,-107,-102
5058073,2026-04-18,PIT,TB,,,-158,152,-158,152,7.5,7.5,7.5,7.5,114,-121,114,-121
5058074,2026-04-18,OAK,CHW,,,-153,144,-153,144,9.5,9.5,9.5,9.5,106,-108,106,-108
5058075,2026-04-18,BOS,DET,,,153,-157,153,-157,7.5,7.5,7.5,7.5,122,-128,122,-128
5058076,2026-04-18,MIA,MIL,,,-106,100,-106,100,7.5,7.5,7.5,7.5,101,-104,101,-104
5058077,2026-04-18,CLE,BAL,,,-126,122,-126,122,7.5,7.5,7.5,7.5,101,-115,101,-115
5058078,2026-04-18,HOU,STL,,,-131,130,-131,130,8.5,8.5,8.5,8.5,-130,113,-130,113
5058079,2026-04-18,PHI,ATL,,,-116,112,-116,112,6.5,6.5,6.5,6.5,-136,122,-136,122
5058080,2026-04-18,SEA,TEX,,,-131,130,-131,130,7.5,7.5,7.5,7.5,110,-123,110,-123
5058081,2026-04-18,COL,LAD,,,264,-266,264,-266,10.5,10.5,10.5,10.5,-120,116,-120,116
5058082,2026-04-18,ARI,TOR,,,-119,114,-119,114,8.5,8.5,8.5,8.5,-128,123,-128,123
5058083,2026-04-18,LAA,SD,,,-107,-100,-107,-100,9.5,9.5,9.5,9.5,105,-105,105,-105
