game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058831,2026-06-14,PIT,MIA,,,-146,144,-146,144,7.5,7.5,7.5,7.5,111,-115,111,-115
5058832,2026-06-14,BAL,SD,,,-126,123,-126,123,10.5,10.5,10.5,10.5,109,-115,109,-115
5058833,2026-06-14,WSH,SEA,,,122,-124,122,-124,9.5,9.5,9.5,9.5,-120,114,-120,114
5058834,2026-06-14,TOR,NYY,,,117,-119,117,-119,8.5,8.5,8.5,8.5,-102,-100,-102,-100
5058835,2026-06-14,CIN,ARI,,,100,-102,100,-102,9.5,9.5,9.5,9.5,-115,112,-115,112
5058836,2026-06-14,NYM,ATL,,,-115,114,-115,114,8.5,8.5,8.5,8.5,-106,105,-106,105
5058837,2026-06-14,CLE,DET,,,-104,102,-104,102,7.5,7.5,7.5,7.5,116,-122,116,-122
5058838,2026-06-14,KC,HOU,,,-110,108,-110,108,8.5,8.5,8.5,8.5,-111,104,-111,104
5058839,2026-06-14,CHW,LAD,,,177,-181,177,-181,9.5,9.5,9.5,9.5,101,-106,101,-106
5058840,2026-06-14,MIL,PHI,,,110,-111,110,-111,6.5,6.5,6.5,6.5,-113,107,-113,107
5058841,2026-06-14,MIN,STL,,,-104,101,-104,101,9.5,9.5,9.5,9.5,113,-120,113,-120
5058842,2026-06-14,OAK,COL,,,-172,170,-172,170,13.5,13.5,13.5,13.5,-110,104,-110,104
5058843,2026-06-14,SF,CHC,,,-122,120,-122,120,7.5,7.5,7.5,7.5,-116,113,-116,113
5058844,2026-06-14,LAA,TB,,,108,-112,108,-112,9.5,9.5,9.5,9.5,119,-127,119,-127
5058845,2026-06-14,BOS,TEX,,,-110,104,-110,104,9.5,9.5,9.5,9.5,119,-121,119,-121
