game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058215,2026-04-29,CLE,TB,,,-107,104,-107,104,6.5,6.5,6.5,6.5,-108,-106,-108,-106
5058216,2026-04-29,CHW,LAA,,,108,-110,108,-110,8.5,8.5,8.5,8.5,-115,111,-115,111
5058217,2026-04-29,MIN,SEA,,,119,-120,119,-120,7.5,7.5,7.5,7.5,-112,-102,-112,-102
5058218,2026-04-29,TEX,NYY,,,104,-109,104,-109,8.5,8.5,8.5,8.5,-113,-106,-113,-106
5058219,2026-04-29,TOR,BOS,,,-122,116,-122,116,8.5,8.5,8.5,8.5,-106,100,-106,100
5058220,2026-04-29,LAD,MIA,,,-215,208,-215,208,8.5,8.5,8.5,8.5,105,-110,105,-110
5058221,2026-04-29,SD,CHC,,,103,-104,103,-104,8.5,8.5,8.5,8.5,-113,103,-113,103
5058222,2026-04-29,BAL,HOU,,,-115,111,-115,111,8.5,8.5,8.5,8.5,-133,121,-133,121
5058223,2026-04-29,CIN,COL,,,-145,138,-145,138,9.5,9.5,9.5,9.5,106,-125,106,-125
5058224,2026-04-29,PHI,SF,,,-140,129,-140,129,7.5,7.5,7.5,7.5,114,-129,114,-129
5058225,2026-04-29,PIT,STL,,,-136,129,-136,129,8.5,8.5,8.5,8.5,-100,-104,-100,-104
5058226,2026-04-29,NYM,WSH,,,-157,143,-157,143,7.5,7.5,7.5,7.5,105,-127,105,-127
5058227,2026-04-29,ATL,DET,,,128,-138,128,-138,8.5,8.5,8.5,8.5,100,-118,100,-118
5058228,2026-04-29,MIL,ARI,,,-117,114,-117,114,8.5,8.5,8.5,8.5,-107,-107,-107,-107
5058229,2026-04-29,OAK,KC,,,-118,113,-118,113,10.5,10.5,10.5,10.5,105,-118,105,-118
