game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058311,2026-05-06,TB,TOR,,,-129,128,-129,128,7.5,7.5,7.5,7.5,-107,101,-107,101
5058312,2026-05-06,STL,MIL,,,-106,103,-106,103,8.5,8.5,8.5,8.5,118,-127,118,-127
5058313,2026-05-06,HOU,LAD,,,193,-195,193,-195,8.5,8.5,8.5,8.5,-113,109,-113,109
5058315,2026-05-06,SF,SD,,,101,-104,101,-104,8.5,8.5,8.5,8.5,-105,103,-105,103
5058316,2026-05-06,LAA,CHW,,,100,-102,100,-102,8.5,8.5,8.5,8.5,-117,108,-117,108
5058317,2026-05-06,SEA,ATL,,,-121,120,-121,120,8.5,8.5,8.5,8.5,111,-126,111,-126
5058318,2026-05-06,PHI,OAK,,,-160,155,-160,155,8.5,8.5,8.5,8.5,-105,100,-105,100
5058319,2026-05-06,MIA,BAL,,,-122,121,-122,121,8.5,8.5,8.5,8.5,-108,101,-108,101
5058320,2026-05-06,DET,BOS,,,-104,103,-104,103,8.5,8.5,8.5,8.5,-108,-108,-108,-108
5058321,2026-05-06,WSH,MIN,,,120,-122,120,-122,9.5,9.5,9.5,9.5,100,-105,100,-105
5058322,2026-05-06,NYY,TEX,,,-182,180,-182,180,8.5,8.5,8.5,8.5,-110,108,-110,108
5058323,2026-05-06,CHC,CIN,,,-163,159,-163,159,8.5,8.5,8.5,8.5,114,-117,114,-117
5058324,2026-05-06,KC,CLE,,,-124,122,-124,122,1.5,1.5,1.5,1.5,104,-110,104,-110
5058314,2026-05-06,COL,NYM,,,151,-153,151,-153,9.5,9.5,9.5,9.5,-103,-104,-103,-104
5058325,2026-05-06,ARI,PIT,,,125,-128,125,-128,7.5,7.5,7.5,7.5,-112,105,-112,105
