game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058763,2026-06-09,BAL,SEA,,,102,-104,102,-104,8.5,8.5,8.5,8.5,-116,113,-116,113
5058764,2026-06-09,MIA,ARI,,,-121,118,-121,118,7.5,7.5,7.5,7.5,-110,104,-110,104
5058765,2026-06-09,TB,BOS,,,104,-107,104,-107,7.5,7.5,7.5,7.5,107,-113,107,-113
5058766,2026-06-09,PIT,LAD,,,-108,105,-108,105,8.5,8.5,8.5,8.5,104,-107,104,-107
5058767,2026-06-09,DET,MIN,,,-119,118,-119,118,8.5,8.5,8.5,8.5,104,-106,104,-106
5058768,2026-06-09,CLE,NYY,,,123,-125,123,-125,8.5,8.5,8.5,8.5,-113,102,-113,102
5058769,2026-06-09,TOR,PHI,,,-103,100,-103,100,7.5,7.5,7.5,7.5,112,-115,112,-115
5058770,2026-06-09,NYM,STL,,,-118,117,-118,117,7.5,7.5,7.5,7.5,-115,110,-115,110
5058771,2026-06-09,CHW,ATL,,,144,-146,144,-146,9.5,9.5,9.5,9.5,112,-117,112,-117
5058772,2026-06-09,KC,TEX,,,113,-114,113,-114,9.5,9.5,9.5,9.5,107,-112,107,-112
5058773,2026-06-09,COL,CHC,,,138,-142,138,-142,12.5,12.5,12.5,12.5,100,-105,100,-105
5058774,2026-06-09,LAA,HOU,,,115,-117,115,-117,8.5,8.5,8.5,8.5,-106,102,-106,102
5058775,2026-06-09,SD,CIN,,,113,-115,113,-115,7.5,7.5,7.5,7.5,111,-117,111,-117
5058776,2026-06-09,SF,WSH,,,-102,-101,-102,-101,8.5,8.5,8.5,8.5,105,-110,105,-110
5058777,2026-06-09,OAK,MIL,,,-103,100,-103,100,12.5,12.5,12.5,12.5,-119,116,-119,116
