game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058989,2026-06-26,PIT,CIN,,,-182,178,-182,178,7.5,7.5,7.5,7.5,-104,100,-104,100
5058990,2026-06-26,DET,HOU,,,-106,104,-106,104,8.5,8.5,8.5,8.5,-122,117,-122,117
5058991,2026-06-26,BAL,WSH,,,-125,122,-125,122,9.5,9.5,9.5,9.5,122,-127,122,-127
5058992,2026-06-26,TOR,TEX,,,100,-106,100,-106,8.5,8.5,8.5,8.5,-106,104,-106,104
5058993,2026-06-26,TB,ARI,,,-127,125,-127,125,8.5,8.5,8.5,8.5,-108,106,-108,106
5058994,2026-06-26,BOS,NYY,,,104,-108,104,-108,8.5,8.5,8.5,8.5,-113,108,-113,108
5058995,2026-06-26,NYM,PHI,,,141,-147,141,-147,8.5,8.5,8.5,8.5,106,-111,106,-111
5058996,2026-06-26,CLE,SEA,,,-104,100,-104,100,7.5,7.5,7.5,7.5,-111,108,-111,108
5058998,2026-06-26,CHW,KC,,,-125,122,-125,122,8.5,8.5,8.5,8.5,100,-104,100,-104
5058997,2026-06-26,MIL,CHC,,,-245,239,-245,239,7.5,7.5,7.5,7.5,113,-120,113,-120
5058999,2026-06-26,MIN,COL,,,-153,147,-153,147,9.5,9.5,9.5,9.5,113,-115,113,-115
5059000,2026-06-26,STL,MIA,,,-104,102,-104,102,8.5,8.5,8.5,8.5,113,-115,113,-115
5059001,2026-06-26,LAA,OAK,,,117,-120,117,-120,8.5,8.5,8.5,8.5,-106,104,-106,104
5059002,2026-06-26,SD,LAD,,,130,-135,130,-135,7.5,7.5,7.5,7.5,-106,102,-106,102
5059003,2026-06-26,SF,ATL,,,111,-113,111,-113,7.5,7.5,7.5,7.5,-113,111,-113,111
