game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
9543872,2026-07-05,ATL,NYM,,,104,-106,104,-106,8.5,8.5,8.5,8.5,115,-122,115,-122
9543873,2026-07-05,WSH,PIT,,,317,-355,317,-355,12.5,12.5,12.5,12.5,115,-125,115,-125
9543874,2026-07-05,CIN,BAL,,,-113,108,-113,108,4.5,4.5,4.5,4.5,-111,102,-111,102
9543875,2026-07-05,NYY,MIN,,,125,-133,125,-133,7.5,7.5,7.5,7.5,115,-117,115,-117
9543876,2026-07-05,CLE,CHW,,,,,,,,,,,,,,
9543877,2026-07-05,CHC,STL,,,-138,133,-138,133,8.5,8.5,8.5,8.5,113,-117,113,-117
9543878,2026-07-05,KC,PHI,,,122,-125,122,-125,10.5,10.5,10.5,10.5,117,-120,117,-120
9543879,2026-07-05,TEX,DET,,,115,-120,115,-120,7.5,7.5,7.5,7.5,-113,108,-113,108
9543880,2026-07-05,HOU,TB,,,-108,106,-108,106,8.5,8.5,8.5,8.5,-125,120,-125,120
9543881,2026-07-05,COL,SF,,,106,-108,106,-108,12.5,12.5,12.5,12.5,-111,108,-111,108
9543882,2026-07-05,ARI,MIL,,,111,-113,111,-113,9.5,9.5,9.5,9.5,120,-125,120,-125
9543883,2026-07-05,OAK,MIA,,,-115,108,-115,108,9.5,9.5,9.5,9.5,-113,111,-113,111
9543884,2026-07-05,SEA,TOR,,,-113,108,-113,108,7.5,7.5,7.5,7.5,108,-113,108,-113
9543885,2026-07-05,LAD,SD,,,-199,190,-199,190,9.5,9.5,9.5,9.5,-111,104,-111,104
9543886,2026-07-05,LAA,BOS,,,138,-147,138,-147,7.5,7.5,7.5,7.5,-120,113,-120,113
