game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5057974,2026-04-11,PHI,ARI,4,3,-120,104,-120,104,8.5,8.5,8.5,8.5,-120,100,-120,100
5057975,2026-04-11,DET,MIA,6,1,-135,114,-135,114,7.0,7.0,7.0,7.0,-113,-106,-113,-106
5057976,2026-04-11,CHC,PIT,3,4,-145,129,-145,129,6.5,6.5,6.5,6.5,-115,-104,-115,-104
5057977,2026-04-11,TOR,MIN,4,7,-120,104,-120,104,8.5,8.5,8.5,8.5,-105,-116,-105,-116
5057978,2026-04-11,CIN,LAA,7,3,-130,110,-130,110,9.0,9.0,9.0,9.0,-116,-105,-116,-105
5057979,2026-04-11,NYM,OAK,6,11,-159,135,-159,135,7.5,7.5,7.5,7.5,-116,-104,-116,-104
5057980,2026-04-11,KC,CHW,2,0,-189,160,-189,160,9.0,9.0,9.0,9.0,-113,-108,-113,-108
5057981,2026-04-11,TB,NYY,5,4,145,-169,145,-169,7.5,7.5,7.5,7.5,-119,-102,-119,-102
5057982,2026-04-11,MIL,WSH,1,3,-179,154,-179,154,8.0,8.0,8.0,8.0,-107,-114,-107,-114
5057983,2026-04-11,ATL,CLE,0,6,-118,100,-118,100,8.0,8.0,8.0,8.0,-114,-106,-114,-106
5057984,2026-04-11,BAL,SF,6,2,100,-120,100,-120,7.5,7.5,7.5,7.5,100,-121,100,-121
5057985,2026-04-11,STL,BOS,1,7,120,-139,120,-139,7.5,7.5,7.5,7.5,-117,-104,-117,-104
5057986,2026-04-11,SD,COL,9,5,-164,140,-164,140,8.5,8.5,8.5,8.5,-104,-118,-104,-118
5057987,2026-04-11,LAD,TEX,6,3,-185,154,-185,154,8.0,8.0,8.0,8.0,-117,-105,-117,-105
5057988,2026-04-11,SEA,HOU,8,7,-135,135,-135,135,7.5,7.5,7.5,7.5,-103,-119,-103,-119
