game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058336,2026-05-08,CIN,HOU,,,-130,128,-130,128,8.5,8.5,8.5,8.5,-133,123,-133,123
5058335,2026-05-08,PHI,COL,,,-192,189,-192,189,7.5,7.5,7.5,7.5,112,-114,112,-114
5058337,2026-05-08,BAL,OAK,,,-124,122,-124,122,9.5,9.5,9.5,9.5,-111,100,-111,100
5058338,2026-05-08,TOR,LAA,,,-152,150,-152,150,7.5,7.5,7.5,7.5,-102,-110,-102,-110
5058340,2026-05-08,BOS,TB,,,-127,126,-127,126,8.5,8.5,8.5,8.5,-116,111,-116,111
5058341,2026-05-08,MIA,WSH,,,-120,116,-120,116,8.5,8.5,8.5,8.5,108,-114,108,-114
5058339,2026-05-08,CLE,MIN,,,-140,139,-140,139,7.5,7.5,7.5,7.5,104,-110,104,-110
5058342,2026-05-08,KC,DET,,,-132,130,-132,130,8.5,8.5,8.5,8.5,-106,-105,-106,-105
5058343,2026-05-08,MIL,NYY,,,114,-118,114,-118,7.5,7.5,7.5,7.5,108,-114,108,-114
5058344,2026-05-08,CHW,SEA,,,124,-127,124,-127,8.5,8.5,8.5,8.5,113,-117,113,-117
5058345,2026-05-08,TEX,CHC,,,124,-132,124,-132,8.5,8.5,8.5,8.5,100,-105,100,-105
5058346,2026-05-08,ARI,NYM,,,118,-119,118,-119,8.5,8.5,8.5,8.5,104,-110,104,-110
5058347,2026-05-08,SD,STL,,,-139,133,-139,133,8.5,8.5,8.5,8.5,116,-124,116,-124
5058348,2026-05-08,LAD,ATL,,,-110,107,-110,107,7.5,7.5,7.5,7.5,-117,108,-117,108
5058349,2026-05-08,SF,PIT,,,-102,-102,-102,-102,7.5,7.5,7.5,7.5,-101,-105,-101,-105
