game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5057938,2026-04-08,PIT,SD,2,8,104,-120,104,-120,7.0,7.0,7.0,7.0,-118,-103,-118,-103
5057939,2026-04-08,CLE,KC,10,2,114,-125,114,-125,7.0,7.0,7.0,7.0,-107,-114,-107,-114
5057940,2026-04-08,BOS,MIL,5,0,-135,120,-135,120,7.5,7.5,7.5,7.5,101,-124,101,-124
5057941,2026-04-08,CHW,BAL,3,5,125,-149,125,-149,7.5,7.5,7.5,7.5,-109,-113,-109,-113
5057942,2026-04-08,TEX,SEA,3,0,100,-120,100,-120,7.5,7.5,7.5,7.5,-104,-117,-104,-117
5057943,2026-04-08,TOR,LAD,4,3,135,-154,135,-154,7.5,7.5,7.5,7.5,-112,-108,-112,-108
5057944,2026-04-08,COL,HOU,9,1,114,-135,114,-135,11.0,11.0,11.0,11.0,-113,-108,-113,-108
5057945,2026-04-08,SF,PHI,5,0,114,-135,114,-135,8.5,8.5,8.5,8.5,-106,-115,-106,-115
5057946,2026-04-08,WSH,STL,1,6,100,-120,100,-120,8.5,8.5,8.5,8.5,-117,-104,-117,-104
5057947,2026-04-08,LAA,ATL,2,8,104,-125,104,-125,8.5,8.5,8.5,8.5,-117,-104,-117,-104
5057948,2026-04-08,TB,CHC,2,6,-110,100,-110,100,8.0,8.0,8.0,8.0,-116,-105,-116,-105
5057949,2026-04-08,MIA,CIN,7,4,-125,110,-125,110,7.5,7.5,7.5,7.5,-119,-104,-119,-104
5057950,2026-04-08,NYY,OAK,2,3,-200,165,-200,165,8.0,8.0,8.0,8.0,-108,-112,-108,-112
5057951,2026-04-08,NYM,ARI,2,7,-125,114,-125,114,7.5,7.5,7.5,7.5,-104,-117,-104,-117
5057952,2026-04-08,MIN,DET,8,6,129,-149,129,-149,8.0,8.0,8.0,8.0,-107,-114,-107,-114
