game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058922,2026-06-21,NYY,CIN,,,-102,100,-102,100,8.5,8.5,8.5,8.5,-120,111,-120,111
5058923,2026-06-21,ATL,MIL,,,-111,108,-111,108,8.5,8.5,8.5,8.5,-120,111,-120,111
5058924,2026-06-21,DET,CHW,,,-106,102,-106,102,8.5,8.5,8.5,8.5,-103,100,-103,100
5058925,2026-06-21,MIA,SF,,,133,-135,133,-135,8.5,8.5,8.5,8.5,108,-113,108,-113
5058926,2026-06-21,TB,WSH,,,-122,117,-122,117,8.5,8.5,8.5,8.5,106,-111,106,-111
5058927,2026-06-21,HOU,CLE,,,-125,120,-125,120,8.5,8.5,8.5,8.5,-108,106,-108,106
5058928,2026-06-21,KC,STL,,,117,-120,117,-120,8.5,8.5,8.5,8.5,-111,-104,-111,-104
5058929,2026-06-21,CHC,TOR,,,-102,-102,-102,-102,7.5,7.5,7.5,7.5,125,-130,125,-130
5058930,2026-06-21,TEX,SD,,,-147,138,-147,138,8.5,8.5,8.5,8.5,115,-120,115,-120
5058931,2026-06-21,COL,PIT,,,130,-135,130,-135,11.5,11.5,11.5,11.5,106,-113,106,-113
5058932,2026-06-21,ARI,MIN,,,-122,120,-122,120,9.5,9.5,9.5,9.5,104,-111,104,-111
5058933,2026-06-21,OAK,LAA,,,-117,115,-117,115,9.5,9.5,9.5,9.5,115,-117,115,-117
5058934,2026-06-21,LAD,BAL,,,-213,203,-213,203,9.5,9.5,9.5,9.5,115,-120,115,-120
5058935,2026-06-21,SEA,BOS,,,-130,125,-130,125,6.5,6.5,6.5,6.5,-111,104,-111,104
5058936,2026-06-21,PHI,NYM,,,-182,178,-182,178,8.5,8.5,8.5,8.5,111,-113,111,-113
