game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058296,2026-05-05,PHI,OAK,,,-179,175,-179,175,8.5,8.5,8.5,8.5,-125,120,-125,120
5058297,2026-05-05,MIA,BAL,,,-131,125,-131,125,1.5,1.5,1.5,1.5,-101,-104,-101,-104
5058298,2026-05-05,DET,BOS,,,-146,146,-146,146,1.5,1.5,1.5,1.5,113,-122,113,-122
5058299,2026-05-05,TB,TOR,,,-115,113,-115,113,7.5,7.5,7.5,7.5,115,-125,115,-125
5058300,2026-05-05,WSH,MIN,,,103,-106,103,-106,2.5,2.5,2.5,2.5,120,-126,120,-126
5058301,2026-05-05,NYY,TEX,,,-115,111,-115,111,2.5,2.5,2.5,2.5,-105,101,-105,101
5058302,2026-05-05,CHC,CIN,,,-157,148,-157,148,2.5,2.5,2.5,2.5,115,-121,115,-121
5058303,2026-05-05,KC,CLE,,,106,-111,106,-111,7.5,7.5,7.5,7.5,100,-108,100,-108
5058304,2026-05-05,STL,MIL,,,-103,102,-103,102,7.5,7.5,7.5,7.5,-114,108,-114,108
5058305,2026-05-05,HOU,LAD,,,195,-210,195,-210,2.5,2.5,2.5,2.5,-104,-104,-104,-104
5058306,2026-05-05,COL,NYM,,,149,-149,149,-149,1.5,1.5,1.5,1.5,105,-110,105,-110
5058307,2026-05-05,LAA,CHW,,,-106,102,-106,102,2.5,2.5,2.5,2.5,-127,115,-127,115
5058308,2026-05-05,SEA,ATL,,,-123,120,-123,120,7.5,7.5,7.5,7.5,-104,-104,-104,-104
5058309,2026-05-05,ARI,PIT,,,-122,121,-122,121,1.5,1.5,1.5,1.5,123,-129,123,-129
5058310,2026-05-05,SF,SD,,,-119,116,-119,116,1.5,1.5,1.5,1.5,105,-108,105,-108
