game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5059151,2026-07-08,SF,TOR,,,111,-113,111,-113,6.5,6.5,6.5,6.5,-127,122,-127,122
5059152,2026-07-08,BAL,CHC,,,-120,117,-120,117,9.5,9.5,9.5,9.5,-115,108,-115,108
5059153,2026-07-08,DET,OAK,,,-147,144,-147,144,9.5,9.5,9.5,9.5,113,-120,113,-120
5059154,2026-07-08,PIT,ATL,,,-111,108,-111,108,9.5,9.5,9.5,9.5,104,-111,104,-111
5059155,2026-07-08,TB,NYY,,,-115,111,-115,111,7.5,7.5,7.5,7.5,113,-120,113,-120
5059156,2026-07-08,MIA,SEA,,,115,-120,115,-120,8.5,8.5,8.5,8.5,-104,-102,-104,-102
5059157,2026-07-08,WSH,HOU,,,-130,125,-130,125,9.5,9.5,9.5,9.5,-111,104,-111,104
5059159,2026-07-08,CIN,PHI,,,-130,127,-130,127,9.5,9.5,9.5,9.5,115,-120,115,-120
5059158,2026-07-08,NYM,KC,,,-138,135,-138,135,8.5,8.5,8.5,8.5,-125,115,-125,115
5059160,2026-07-08,CHW,BOS,,,-106,104,-106,104,8.5,8.5,8.5,8.5,113,-117,113,-117
5059161,2026-07-08,MIN,CLE,,,-117,115,-117,115,8.5,8.5,8.5,8.5,106,-111,106,-111
5059162,2026-07-08,STL,MIL,,,127,-133,127,-133,8.5,8.5,8.5,8.5,108,-115,108,-115
5059163,2026-07-08,TEX,LAA,,,-141,138,-141,138,7.5,7.5,7.5,7.5,-108,102,-108,102
5059164,2026-07-08,SD,ARI,,,-133,130,-133,130,8.5,8.5,8.5,8.5,102,-106,102,-106
5059165,2026-07-08,LAD,COL,,,-223,217,-223,217,9.5,9.5,9.5,9.5,-113,106,-113,106
