game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058350,2026-05-09,TOR,LAA,,,-165,161,-165,161,8.5,8.5,8.5,8.5,-104,-103,-104,-103
5058351,2026-05-09,BAL,OAK,,,-121,116,-121,116,9.5,9.5,9.5,9.5,100,-107,100,-107
5058352,2026-05-09,CIN,HOU,,,-151,146,-151,146,8.5,8.5,8.5,8.5,-101,-105,-101,-105
5058353,2026-05-09,BOS,TB,,,-135,133,-135,133,7.5,7.5,7.5,7.5,-118,110,-118,110
5058354,2026-05-09,MIA,WSH,,,-151,146,-151,146,8.5,8.5,8.5,8.5,-114,108,-114,108
5058355,2026-05-09,PHI,COL,,,-177,170,-177,170,8.5,8.5,8.5,8.5,-101,-104,-101,-104
5058356,2026-05-09,CLE,MIN,,,-113,107,-113,107,7.5,7.5,7.5,7.5,-126,119,-126,119
5058357,2026-05-09,TEX,CHC,,,124,-125,124,-125,8.5,8.5,8.5,8.5,105,-113,105,-113
5058358,2026-05-09,KC,DET,,,-130,128,-130,128,9.5,9.5,9.5,9.5,108,-113,108,-113
5058359,2026-05-09,MIL,NYY,,,126,-128,126,-128,7.5,7.5,7.5,7.5,105,-114,105,-114
5058360,2026-05-09,CHW,SEA,,,121,-123,121,-123,9.5,9.5,9.5,9.5,102,-110,102,-110
5058361,2026-05-09,ARI,NYM,,,106,-108,106,-108,9.5,9.5,9.5,9.5,112,-116,112,-116
5058362,2026-05-09,SD,STL,,,-136,130,-136,130,8.5,8.5,8.5,8.5,116,-123,116,-123
5058363,2026-05-09,SF,PIT,,,108,-109,108,-109,7.5,7.5,7.5,7.5,102,-107,102,-107
5058364,2026-05-09,LAD,ATL,,,-160,158,-160,158,8.5,8.5,8.5,8.5,-113,109,-113,109
