game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058200,2026-04-28,CLE,TB,,,-118,117,-118,117,7.5,7.5,7.5,7.5,-109,104,-109,104
5058201,2026-04-28,BAL,HOU,,,-126,125,-126,125,9.5,9.5,9.5,9.5,119,-126,119,-126
5058202,2026-04-28,CIN,COL,,,-185,182,-185,182,8.5,8.5,8.5,8.5,-114,112,-114,112
5058203,2026-04-28,PHI,SF,,,-151,148,-151,148,8.5,8.5,8.5,8.5,109,-119,109,-119
5058204,2026-04-28,PIT,STL,,,-140,138,-140,138,1.5,1.5,1.5,1.5,107,-111,107,-111
5058205,2026-04-28,TOR,BOS,,,-102,101,-102,101,7.5,7.5,7.5,7.5,-109,102,-109,102
5058206,2026-04-28,NYM,WSH,,,-170,164,-170,164,7.5,7.5,7.5,7.5,-114,110,-114,110
5058207,2026-04-28,ATL,DET,,,-111,108,-111,108,8.5,8.5,8.5,8.5,-113,107,-113,107
5058208,2026-04-28,CHW,LAA,,,117,-119,117,-119,2.5,2.5,2.5,2.5,107,-109,107,-109
5058209,2026-04-28,MIL,ARI,,,-113,110,-113,110,2.5,2.5,2.5,2.5,113,-117,113,-117
5058210,2026-04-28,MIN,SEA,,,113,-114,113,-114,7.5,7.5,7.5,7.5,-101,-100,-101,-100
5058211,2026-04-28,TEX,NYY,,,112,-114,112,-114,2.5,2.5,2.5,2.5,107,-116,107,-116
5058212,2026-04-28,SD,CHC,,,105,-106,105,-106,8.5,8.5,8.5,8.5,-102,-104,-102,-104
5058213,2026-04-28,OAK,KC,,,106,-107,106,-107,2.5,2.5,2.5,2.5,100,-104,100,-104
5058214,2026-04-28,LAD,MIA,,,-257,241,-257,241,2.5,2.5,2.5,2.5,101,-111,101,-111
