game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058581,2026-05-26,CLE,WSH,,,-124,123,-124,123,7.5,7.5,7.5,7.5,102,-105,102,-105
5058582,2026-05-26,BAL,TB,,,103,-106,103,-106,8.5,8.5,8.5,8.5,-109,103,-109,103
5058583,2026-05-26,DET,LAA,,,-124,122,-124,122,8.5,8.5,8.5,8.5,-116,105,-116,105
5058584,2026-05-26,PIT,CHC,,,-126,122,-126,122,8.5,8.5,8.5,8.5,120,-121,120,-121
5058585,2026-05-26,BOS,ATL,,,-103,100,-103,100,8.5,8.5,8.5,8.5,107,-111,107,-111
5058586,2026-05-26,TOR,MIA,,,-135,134,-135,134,7.5,7.5,7.5,7.5,-112,104,-112,104
5058587,2026-05-26,NYM,CIN,,,114,-120,114,-120,7.5,7.5,7.5,7.5,108,-114,108,-114
5058588,2026-05-26,CHW,MIN,,,107,-109,107,-109,7.5,7.5,7.5,7.5,-110,103,-110,103
5058589,2026-05-26,KC,NYY,,,184,-186,184,-186,8.5,8.5,8.5,8.5,-111,104,-111,104
5058590,2026-05-26,MIL,STL,,,-173,172,-173,172,7.5,7.5,7.5,7.5,-120,113,-120,113
5058591,2026-05-26,TEX,HOU,,,-124,121,-124,121,7.5,7.5,7.5,7.5,-122,114,-122,114
5058592,2026-05-26,SD,PHI,,,-114,111,-114,111,7.5,7.5,7.5,7.5,-113,105,-113,105
5058593,2026-05-26,OAK,SEA,,,-104,100,-104,100,9.5,9.5,9.5,9.5,100,-108,100,-108
5058594,2026-05-26,SF,ARI,,,104,-104,104,-104,8.5,8.5,8.5,8.5,109,-120,109,-120
5058595,2026-05-26,LAD,COL,,,-221,209,-221,209,8.5,8.5,8.5,8.5,-128,118,-128,118
