game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058292,2026-05-04,COL,NYM,,,125,-129,125,-129,10.5,10.5,10.5,10.5,-113,107,-113,107
5058284,2026-05-04,DET,BOS,,,-205,199,-205,199,7.5,7.5,7.5,7.5,124,-135,124,-135
5058285,2026-05-04,MIA,PHI,,,-100,-102,-100,-102,8.5,8.5,8.5,8.5,-113,-102,-113,-102
5058286,2026-05-04,TB,TOR,,,-117,112,-117,112,7.5,7.5,7.5,7.5,-122,111,-122,111
5058287,2026-05-04,NYY,BAL,,,-214,211,-214,211,8.5,8.5,8.5,8.5,-102,-104,-102,-104
5058288,2026-05-04,CHC,CIN,,,-188,185,-188,185,11.5,11.5,11.5,11.5,-101,-116,-101,-116
5058289,2026-05-04,KC,CLE,,,-113,111,-113,111,9.5,9.5,9.5,9.5,121,-127,121,-127
5058290,2026-05-04,STL,MIL,,,103,-108,103,-108,8.5,8.5,8.5,8.5,-114,110,-114,110
5058291,2026-05-04,HOU,LAD,,,178,-187,178,-187,8.5,8.5,8.5,8.5,-125,114,-125,114
5058293,2026-05-04,LAA,CHW,,,-144,140,-144,140,7.5,7.5,7.5,7.5,-105,-103,-105,-103
5058294,2026-05-04,SEA,ATL,,,-134,133,-134,133,7.5,7.5,7.5,7.5,100,-102,100,-102
5058295,2026-05-04,SF,SD,,,126,-132,126,-132,8.5,8.5,8.5,8.5,109,-123,109,-123
