game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058099,2026-04-20,BOS,DET,,,-125,123,-125,123,8.5,8.5,8.5,8.5,122,-129,122,-129
5058100,2026-04-20,CLE,HOU,,,-110,108,-110,108,7.5,7.5,7.5,7.5,-107,102,-107,102
5058101,2026-04-20,TB,CIN,,,-112,108,-112,108,7.5,7.5,7.5,7.5,-119,111,-119,111
5058102,2026-04-20,MIA,STL,,,-122,118,-122,118,8.5,8.5,8.5,8.5,-110,102,-110,102
5058103,2026-04-20,WSH,ATL,,,146,-150,146,-150,7.5,7.5,7.5,7.5,-125,120,-125,120
5058104,2026-04-20,KC,BAL,,,105,-107,105,-107,9.5,9.5,9.5,9.5,122,-127,122,-127
5058105,2026-04-20,CHC,PHI,,,-102,-102,-102,-102,7.5,7.5,7.5,7.5,-111,100,-111,100
5058106,2026-04-20,COL,LAD,,,233,-234,233,-234,11.5,11.5,11.5,11.5,-104,100,-104,100
5058107,2026-04-20,LAA,TOR,,,109,-113,109,-113,7.5,7.5,7.5,7.5,-103,100,-103,100
5058108,2026-04-20,SEA,OAK,,,-150,147,-150,147,8.5,8.5,8.5,8.5,108,-119,108,-119
