game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058164,2026-04-25,BAL,BOS,,,-109,105,-109,105,7.5,7.5,7.5,7.5,105,-114,105,-114
5058162,2026-04-25,STL,SEA,,,135,-136,135,-136,7.5,7.5,7.5,7.5,105,-110,105,-110
5058163,2026-04-25,TOR,CLE,,,-135,129,-135,129,7.5,7.5,7.5,7.5,-104,-105,-104,-105
5058165,2026-04-25,SF,MIA,,,-108,107,-108,107,7.5,7.5,7.5,7.5,-103,-102,-103,-102
5058166,2026-04-25,NYM,COL,,,,,,,,,,,,,,
5058167,2026-04-25,TB,MIN,,,-129,124,-129,124,8.5,8.5,8.5,8.5,100,-110,100,-110
5058168,2026-04-25,CHW,WSH,,,-130,128,-130,128,8.5,8.5,8.5,8.5,-113,-107,-113,-107
5058169,2026-04-25,ARI,SD,,,-110,106,-110,106,15.5,15.5,15.5,15.5,-121,101,-121,101
5058170,2026-04-25,TEX,OAK,,,-124,121,-124,121,8.5,8.5,8.5,8.5,110,-121,110,-121
5058171,2026-04-25,KC,LAA,,,-143,140,-143,140,8.5,8.5,8.5,8.5,-112,102,-112,102
5058172,2026-04-25,HOU,NYY,,,135,-138,135,-138,9.5,9.5,9.5,9.5,111,-122,111,-122
5058173,2026-04-25,MIL,PIT,,,-132,130,-132,130,8.5,8.5,8.5,8.5,112,-123,112,-123
5058174,2026-04-25,CIN,DET,,,100,-104,100,-104,9.5,9.5,9.5,9.5,105,-107,105,-107
5058175,2026-04-25,ATL,PHI,,,-118,115,-118,115,8.5,8.5,8.5,8.5,-113,104,-113,104
5058176,2026-04-25,LAD,CHC,,,-130,129,-130,129,9.5,9.5,9.5,9.5,-100,-108,-100,-108
