game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5059019,2026-06-28,PIT,CIN,,,-125,122,-125,122,9.5,9.5,9.5,9.5,122,-133,122,-133
5059020,2026-06-28,BAL,WSH,,,-174,170,-174,170,8.5,8.5,8.5,8.5,-127,120,-127,120
5059021,2026-06-28,TOR,TEX,,,-122,120,-122,120,8.5,8.5,8.5,8.5,-102,-102,-102,-102
5059022,2026-06-28,TB,ARI,,,-178,170,-178,170,7.5,7.5,7.5,7.5,-106,102,-106,102
5059023,2026-06-28,DET,HOU,,,117,-120,117,-120,8.5,8.5,8.5,8.5,111,-115,111,-115
5059024,2026-06-28,NYM,PHI,,,133,-135,133,-135,8.5,8.5,8.5,8.5,111,-113,111,-113
5059025,2026-06-28,CLE,SEA,,,-102,100,-102,100,7.5,7.5,7.5,7.5,106,-108,106,-108
5059026,2026-06-28,MIL,CHC,,,-178,174,-178,174,8.5,8.5,8.5,8.5,115,-120,115,-120
5059027,2026-06-28,MIN,COL,,,-147,144,-147,144,8.5,8.5,8.5,8.5,-122,120,-122,120
5059028,2026-06-28,CHW,KC,,,-125,122,-125,122,8.5,8.5,8.5,8.5,100,-102,100,-102
5059029,2026-06-28,STL,MIA,,,-120,117,-120,117,9.5,9.5,9.5,9.5,115,-117,115,-117
5059030,2026-06-28,LAA,OAK,,,111,-113,111,-113,9.5,9.5,9.5,9.5,-106,102,-106,102
5059031,2026-06-28,SF,ATL,,,144,-150,144,-150,7.5,7.5,7.5,7.5,106,-111,106,-111
5059032,2026-06-28,SD,LAD,,,122,-127,122,-127,7.5,7.5,7.5,7.5,-120,113,-120,113
5059033,2026-06-28,BOS,NYY,,,-108,104,-108,104,7.5,7.5,7.5,7.5,-117,111,-117,111
