game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5059179,2026-07-10,PIT,MIL,,,-120,117,-120,117,8.5,8.5,8.5,8.5,113,-120,113,-120
5059180,2026-07-10,DET,PHI,,,-117,113,-117,113,8.5,8.5,8.5,8.5,-120,117,-120,117
5059181,2026-07-10,WSH,NYY,,,144,-150,144,-150,10.5,10.5,10.5,10.5,115,-117,115,-117
5059182,2026-07-10,BAL,KC,,,-144,141,-144,141,10.5,10.5,10.5,10.5,104,-108,104,-108
5059184,2026-07-10,CIN,CHC,,,106,-108,106,-108,9.5,9.5,9.5,9.5,102,-106,102,-106
5059185,2026-07-10,MIA,CLE,,,-113,111,-113,111,7.5,7.5,7.5,7.5,117,-120,117,-120
5059186,2026-07-10,TB,SEA,,,-111,108,-111,108,8.5,8.5,8.5,8.5,113,-120,113,-120
5059183,2026-07-10,NYM,BOS,,,-127,125,-127,125,7.5,7.5,7.5,7.5,-106,-102,-106,-102
5059187,2026-07-10,CHW,OAK,,,-160,153,-160,153,9.5,9.5,9.5,9.5,117,-127,117,-127
5059188,2026-07-10,TEX,HOU,,,125,-133,125,-133,8.5,8.5,8.5,8.5,100,-104,100,-104
5059189,2026-07-10,MIN,LAA,,,-122,120,-122,120,9.5,9.5,9.5,9.5,108,-111,108,-111
5059190,2026-07-10,STL,ATL,,,147,-156,147,-156,7.5,7.5,7.5,7.5,-122,117,-122,117
5059191,2026-07-10,SD,TOR,,,-113,111,-113,111,8.5,8.5,8.5,8.5,102,-104,102,-104
5059192,2026-07-10,LAD,ARI,,,-239,233,-239,233,8.5,8.5,8.5,8.5,102,-104,102,-104
5059193,2026-07-10,SF,COL,,,-156,150,-156,150,8.5,8.5,8.5,8.5,108,-113,108,-113
