game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058907,2026-06-20,DET,CHW,,,-127,125,-127,125,8.5,8.5,8.5,8.5,-106,104,-106,104
5058908,2026-06-20,NYY,CIN,,,-194,190,-194,190,9.5,9.5,9.5,9.5,104,-106,104,-106
5058909,2026-06-20,CHC,TOR,,,-120,117,-120,117,9.5,9.5,9.5,9.5,108,-113,108,-113
5058910,2026-06-20,TEX,SD,,,-125,117,-125,117,7.5,7.5,7.5,7.5,102,-104,102,-104
5058911,2026-06-20,ATL,MIL,,,-125,120,-125,120,7.5,7.5,7.5,7.5,125,-127,125,-127
5058912,2026-06-20,MIA,SF,,,-133,130,-133,130,7.5,7.5,7.5,7.5,-113,108,-113,108
5058913,2026-06-20,TB,WSH,,,-115,108,-115,108,7.5,7.5,7.5,7.5,-120,113,-120,113
5058915,2026-06-20,PHI,NYM,,,-178,170,-178,170,7.5,7.5,7.5,7.5,102,-108,102,-108
5058916,2026-06-20,HOU,CLE,,,-135,133,-135,133,8.5,8.5,8.5,8.5,104,-106,104,-106
5058917,2026-06-20,COL,PIT,,,186,-190,186,-190,10.5,10.5,10.5,10.5,-102,100,-102,100
5058918,2026-06-20,OAK,LAA,,,-156,153,-156,153,9.5,9.5,9.5,9.5,-106,100,-106,100
5058919,2026-06-20,LAD,BAL,,,-239,233,-239,233,8.5,8.5,8.5,8.5,113,-120,113,-120
5058920,2026-06-20,ARI,MIN,,,-125,117,-125,117,9.5,9.5,9.5,9.5,117,-125,117,-125
5058921,2026-06-20,SEA,BOS,,,-117,115,-117,115,7.5,7.5,7.5,7.5,115,-120,115,-120
