game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058938,2026-06-22,DET,NYY,,,115,-117,115,-117,8.5,8.5,8.5,8.5,-102,100,-102,100
5058937,2026-06-22,TB,KC,,,-174,170,-174,170,7.5,7.5,7.5,7.5,108,-113,108,-113
5058939,2026-06-22,MIA,TEX,,,-122,120,-122,120,8.5,8.5,8.5,8.5,100,-108,100,-108
5058940,2026-06-22,WSH,PHI,,,-113,111,-113,111,9.5,9.5,9.5,9.5,-115,108,-115,108
5058941,2026-06-22,TOR,HOU,,,-117,115,-117,115,7.5,7.5,7.5,7.5,115,-122,115,-122
5058942,2026-06-22,NYM,CHC,,,111,-113,111,-113,8.5,8.5,8.5,8.5,-102,100,-102,100
5058943,2026-06-22,CIN,MIL,,,135,-141,135,-141,9.5,9.5,9.5,9.5,106,-108,106,-108
5058944,2026-06-22,CHW,CLE,,,100,-104,100,-104,7.5,7.5,7.5,7.5,-111,102,-111,102
5058945,2026-06-22,MIN,LAD,,,135,-138,135,-138,9.5,9.5,9.5,9.5,100,-102,100,-102
5058946,2026-06-22,STL,ARI,,,-133,130,-133,130,8.5,8.5,8.5,8.5,-104,100,-104,100
5058947,2026-06-22,COL,BOS,,,115,-117,115,-117,11.5,11.5,11.5,11.5,-106,102,-106,102
5058948,2026-06-22,LAA,BAL,,,150,-153,150,-153,8.5,8.5,8.5,8.5,-120,115,-120,115
5058949,2026-06-22,SD,ATL,,,-102,100,-102,100,7.5,7.5,7.5,7.5,102,-106,102,-106
