game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058085,2026-04-19,NYY,KC,,,-140,138,-140,138,8.5,8.5,8.5,8.5,115,-120,115,-120
5058086,2026-04-19,WSH,SF,,,135,-138,135,-138,8.5,8.5,8.5,8.5,104,-109,104,-109
5058087,2026-04-19,PIT,TB,,,-107,104,-107,104,7.5,7.5,7.5,7.5,-112,105,-112,105
5058088,2026-04-19,CLE,BAL,,,-111,105,-111,105,6.5,6.5,6.5,6.5,-116,106,-116,106
5058089,2026-04-19,MIA,MIL,,,111,-116,111,-116,7.5,7.5,7.5,7.5,-108,101,-108,101
5058090,2026-04-19,MIN,CIN,,,-116,111,-116,111,8.5,8.5,8.5,8.5,118,-121,118,-121
5058091,2026-04-19,HOU,STL,,,-134,133,-134,133,8.5,8.5,8.5,8.5,-106,102,-106,102
5058092,2026-04-19,CHC,NYM,,,-124,122,-124,122,7.5,7.5,7.5,7.5,-119,112,-119,112
5058093,2026-04-19,COL,LAD,,,247,-250,247,-250,11.5,11.5,11.5,11.5,-110,106,-110,106
5058094,2026-04-19,OAK,CHW,,,-147,142,-147,142,9.5,9.5,9.5,9.5,107,-112,107,-112
5058095,2026-04-19,LAA,SD,,,108,-109,108,-109,8.5,8.5,8.5,8.5,-104,-102,-104,-102
5058096,2026-04-19,SEA,TEX,,,-132,129,-132,129,7.5,7.5,7.5,7.5,122,-125,122,-125
5058097,2026-04-19,ARI,TOR,,,-104,100,-104,100,8.5,8.5,8.5,8.5,111,-114,111,-114
5058084,2026-04-19,BOS,DET,,,-130,126,-130,126,7.5,7.5,7.5,7.5,123,-134,123,-134
5058098,2026-04-19,PHI,ATL,,,-112,107,-112,107,8.5,8.5,8.5,8.5,112,-121,112,-121
