game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058014,2026-04-14,BAL,ARI,,,-149,123,-149,123,8.5,8.5,8.5,8.5,-118,-102,-118,-102
5058015,2026-04-14,PHI,CHC,,,-143,119,-143,119,9.5,9.5,9.5,9.5,-108,-112,-108,-112
5058016,2026-04-14,DET,KC,,,-126,104,-126,104,7.5,7.5,7.5,7.5,-118,-102,-118,-102
5058017,2026-04-14,CIN,SF,,,-110,-110,-110,-110,9,9,9,9,-110,-110,-110,-110
5058018,2026-04-14,PIT,WSH,,,-186,153,-186,153,9.5,9.5,9.5,9.5,-105,-115,-105,-115
5058019,2026-04-14,NYY,LAA,,,-186,153,-186,153,9,9,9,9,-105,-115,-105,-115
5058020,2026-04-14,ATL,MIA,,,-163,135,-163,135,8.5,8.5,8.5,8.5,-102,-118,-102,-118
5058021,2026-04-14,MIN,BOS,,,113,-136,113,-136,8,8,8,8,-112,-108,-112,-108
5058022,2026-04-14,CHW,TB,,,119,-143,119,-143,7.5,7.5,7.5,7.5,-115,-105,-115,-105
5058023,2026-04-14,MIL,TOR,,,-131,109,-131,109,7,7,7,7,-118,-102,-118,-102
5058024,2026-04-14,STL,CLE,,,100,-120,100,-120,8.5,8.5,8.5,8.5,-102,-118,-102,-118
5058025,2026-04-14,HOU,COL,,,-194,159,-194,159,8.5,8.5,8.5,8.5,-120,100,-120,100
5058026,2026-04-14,SD,SEA,,,102,-122,102,-122,7,7,7,7,-118,-102,-118,-102
5058027,2026-04-14,OAK,TEX,,,100,-120,100,-120,8.5,8.5,8.5,8.5,-120,100,-120,100
5058028,2026-04-14,LAD,NYM,,,-219,179,-219,179,7.5,7.5,7.5,7.5,-105,-115,-105,-115
