game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058856,2026-06-16,PHI,MIA,,,-162,161,-162,161,7.5,7.5,7.5,7.5,-122,120,-122,120
5058857,2026-06-16,WSH,KC,,,-129,128,-129,128,8.5,8.5,8.5,8.5,-116,106,-116,106
5058858,2026-06-16,BOS,TOR,,,109,-112,109,-112,7.5,7.5,7.5,7.5,-104,-102,-104,-102
5058859,2026-06-16,NYY,CHW,,,-134,132,-134,132,7.5,7.5,7.5,7.5,-115,111,-115,111
5058860,2026-06-16,CIN,NYM,,,113,-115,113,-115,9.5,9.5,9.5,9.5,-115,110,-115,110
5058861,2026-06-16,ATL,SF,,,-154,153,-154,153,9.5,9.5,9.5,9.5,130,-133,130,-133
5058862,2026-06-16,MIL,CLE,,,-141,138,-141,138,8.5,8.5,8.5,8.5,114,-118,114,-118
5058863,2026-06-16,STL,SD,,,-110,108,-110,108,8.5,8.5,8.5,8.5,115,-120,115,-120
5058864,2026-06-16,CHC,COL,,,-180,179,-180,179,9.5,9.5,9.5,9.5,-106,100,-106,100
5058865,2026-06-16,TEX,MIN,,,-125,122,-125,122,8.5,8.5,8.5,8.5,102,-106,102,-106
5058866,2026-06-16,HOU,DET,,,-155,153,-155,153,8.5,8.5,8.5,8.5,104,-110,104,-110
5058867,2026-06-16,ARI,LAA,,,-102,100,-102,100,8.5,8.5,8.5,8.5,-112,111,-112,111
5058868,2026-06-16,SEA,BAL,,,-141,139,-141,139,7.5,7.5,7.5,7.5,-110,103,-110,103
5058869,2026-06-16,OAK,PIT,,,-129,127,-129,127,10.5,10.5,10.5,10.5,-117,113,-117,113
5058870,2026-06-16,LAD,TB,,,-138,134,-138,134,8.5,8.5,8.5,8.5,113,-117,113,-117
