game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5059255,2026-07-19,TOR,CHW,,,106,-108,106,-108,8.5,8.5,8.5,8.5,117,-120,117,-120
10887406,2026-07-19,NYY,LAD,,,113,-117,113,-117,7.5,7.5,7.5,7.5,-117,111,-117,111
5059256,2026-07-19,PHI,NYM,,,117,-120,117,-120,8.5,8.5,8.5,8.5,-113,111,-113,111
5059257,2026-07-19,BOS,TB,,,-115,113,-115,113,8.5,8.5,8.5,8.5,115,-120,115,-120
5059258,2026-07-19,ATL,TEX,,,108,-111,108,-111,8.5,8.5,8.5,8.5,-111,108,-111,108
5059259,2026-07-19,CLE,PIT,,,104,-106,104,-106,7.5,7.5,7.5,7.5,120,-125,120,-125
5059260,2026-07-19,HOU,BAL,,,-111,108,-111,108,8.5,8.5,8.5,8.5,100,-104,100,-104
5059261,2026-07-19,MIL,MIA,,,-117,115,-117,115,8.5,8.5,8.5,8.5,117,-120,117,-120
5059262,2026-07-19,KC,SD,,,-117,115,-117,115,10.5,10.5,10.5,10.5,113,-117,113,-117
5059263,2026-07-19,CHC,MIN,,,-160,156,-160,156,7.5,7.5,7.5,7.5,-102,-102,-102,-102
5059264,2026-07-19,COL,CIN,,,150,-160,150,-160,11.5,11.5,11.5,11.5,115,-122,115,-122
5059265,2026-07-19,OAK,WSH,,,133,-135,133,-135,10.5,10.5,10.5,10.5,-104,102,-104,102
5059266,2026-07-19,LAA,DET,,,141,-144,141,-144,9.5,9.5,9.5,9.5,115,-120,115,-120
5059267,2026-07-19,SEA,SF,,,-186,178,-186,178,7.5,7.5,7.5,7.5,117,-120,117,-120
5059268,2026-07-19,ARI,STL,,,-115,111,-115,111,8.5,8.5,8.5,8.5,-117,115,-117,115
5059269,2026-07-19,NYY,LAD,,,113,-117,113,-117,7.5,7.5,7.5,7.5,-117,111,-117,111
