game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058596,2026-05-27,TOR,MIA,,,,,,,,,,,,,,
5058597,2026-05-27,CLE,WSH,,,,,,,,,,,,,,
5058598,2026-05-27,MIL,STL,,,,,,,,,,,,,,
5058599,2026-05-27,OAK,SEA,,,,,,,,,,,,,,
5058600,2026-05-27,SF,ARI,,,,,,,,,,,,,,
5058601,2026-05-27,SD,PHI,,,,,,,,,,,,,,
5058602,2026-05-27,BAL,TB,,,,,,,,,,,,,,
5058603,2026-05-27,DET,LAA,,,,,,,,,,,,,,
5058604,2026-05-27,PIT,CHC,,,,,,,,,,,,,,
5058605,2026-05-27,BOS,ATL,,,,,,,,,,,,,,
5058606,2026-05-27,NYM,CIN,,,,,,,,,,,,,,
5058607,2026-05-27,CHW,MIN,,,,,,,,,,,,,,
5058608,2026-05-27,KC,NYY,,,,,,,,,,,,,,
5058609,2026-05-27,TEX,HOU,,,,,,,,,,,,,,
5058610,2026-05-27,LAD,COL,,,,,,,,,,,,,,
