game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5059166,2026-07-09,PIT,ATL,,,106,-108,106,-108,9.5,9.5,9.5,9.5,-106,104,-106,104
5059167,2026-07-09,NYM,KC,,,-135,133,-135,133,9.5,9.5,9.5,9.5,113,-115,113,-115
5059168,2026-07-09,TB,NYY,,,-150,147,-150,147,7.5,7.5,7.5,7.5,-106,100,-106,100
5059171,2026-07-09,BAL,CHC,,,-120,117,-120,117,9.5,9.5,9.5,9.5,-120,111,-120,111
5059169,2026-07-09,MIN,CLE,,,117,-120,117,-120,8.5,8.5,8.5,8.5,-111,102,-111,102
5059170,2026-07-09,CHW,BOS,,,-108,106,-108,106,9.5,9.5,9.5,9.5,122,-127,122,-127
5059172,2026-07-09,DET,OAK,,,-120,117,-120,117,8.5,8.5,8.5,8.5,-122,117,-122,117
5059173,2026-07-09,MIA,SEA,,,125,-127,125,-127,7.5,7.5,7.5,7.5,-122,113,-122,113
5059174,2026-07-09,CIN,PHI,,,150,-153,150,-153,9.5,9.5,9.5,9.5,108,-111,108,-111
5059175,2026-07-09,STL,MIL,,,125,-127,125,-127,8.5,8.5,8.5,8.5,102,-104,102,-104
5059176,2026-07-09,TEX,LAA,,,-127,125,-127,125,6.5,6.5,6.5,6.5,-133,130,-133,130
5059177,2026-07-09,SD,ARI,,,-115,113,-115,113,8.5,8.5,8.5,8.5,-120,115,-120,115
5059178,2026-07-09,SF,COL,,,-125,122,-125,122,8.5,8.5,8.5,8.5,108,-117,108,-117
