game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058725,2026-06-06,DET,SEA,,,,,,,,,,,,,,
5058726,2026-06-06,MIN,KC,,,,,,,,,,,,,,
5058727,2026-06-06,STL,CIN,,,,,,,,,,,,,,
5058728,2026-06-06,CHC,SF,,,,,,,,,,,,,,
5058729,2026-06-06,TOR,BAL,,,,,,,,,,,,,,
5058730,2026-06-06,PHI,CHW,,,,,,,,,,,,,,
5058731,2026-06-06,ATL,PIT,,,,,,,,,,,,,,
5058732,2026-06-06,MIA,TB,,,,,,,,,,,,,,
5058733,2026-06-06,HOU,OAK,,,,,,,,,,,,,,
5058734,2026-06-06,ARI,WSH,,,,,,,,,,,,,,
5058735,2026-06-06,NYY,BOS,,,,,,,,,,,,,,
5058736,2026-06-06,TEX,CLE,,,,,,,,,,,,,,
5058737,2026-06-06,COL,MIL,,,,,,,,,,,,,,
5058738,2026-06-06,LAD,LAA,,,,,,,,,,,,,,
5058739,2026-06-06,SD,NYM,,,,,,,,,,,,,,
