game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058472,2026-05-18,MIA,ATL,,,-106,104,-106,104,8.5,8.5,8.5,8.5,105,-111,105,-111
5058473,2026-05-18,TB,BAL,,,-135,131,-135,131,7.5,7.5,7.5,7.5,-102,-104,-102,-104
5058474,2026-05-18,PHI,CIN,,,-117,116,-117,116,9.5,9.5,9.5,9.5,-122,111,-122,111
5058475,2026-05-18,DET,CLE,,,-137,136,-137,136,8.5,8.5,8.5,8.5,119,-124,119,-124
5058476,2026-05-18,WSH,NYM,,,124,-127,124,-127,10.5,10.5,10.5,10.5,112,-117,112,-117
5058477,2026-05-18,NYY,TOR,,,-163,159,-163,159,8.5,8.5,8.5,8.5,-125,117,-125,117
5058478,2026-05-18,KC,BOS,,,-102,-102,-102,-102,9.5,9.5,9.5,9.5,110,-120,110,-120
5058479,2026-05-18,MIN,HOU,,,-110,107,-110,107,9.5,9.5,9.5,9.5,104,-110,104,-110
5058480,2026-05-18,CHC,MIL,,,-149,147,-149,147,10.5,10.5,10.5,10.5,-111,100,-111,100
5058481,2026-05-18,COL,TEX,,,130,-133,130,-133,9.5,9.5,9.5,9.5,100,-111,100,-111
5058482,2026-05-18,LAA,OAK,,,116,-117,116,-117,8.5,8.5,8.5,8.5,-124,113,-124,113
5058483,2026-05-18,SEA,CHW,,,-155,152,-155,152,7.5,7.5,7.5,7.5,100,-109,100,-109
5058484,2026-05-18,SD,LAD,,,135,-136,135,-136,7.5,7.5,7.5,7.5,-114,106,-114,106
5058485,2026-05-18,ARI,SF,,,-128,124,-128,124,9.5,9.5,9.5,9.5,125,-131,125,-131
