game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058965,2026-06-24,MIA,TEX,,,111,-113,111,-113,7.5,7.5,7.5,7.5,108,-111,108,-111
9458287,2026-06-24,NYM,CHC,,,111,-115,111,-115,8.5,8.5,8.5,8.5,-102,-106,-102,-106
5058966,2026-06-24,CHW,CLE,,,102,-106,102,-106,8.5,8.5,8.5,8.5,104,-106,104,-106
5058967,2026-06-24,COL,BOS,,,153,-160,153,-160,10.5,10.5,10.5,10.5,-120,115,-120,115
5058968,2026-06-24,LAA,BAL,,,-117,115,-117,115,9.5,9.5,9.5,9.5,113,-115,113,-115
5058969,2026-06-24,TB,KC,,,-135,133,-135,133,7.5,7.5,7.5,7.5,-104,-102,-104,-102
5058970,2026-06-24,DET,NYY,,,-133,130,-133,130,7.5,7.5,7.5,7.5,108,-117,108,-117
5058971,2026-06-24,PIT,SEA,,,-111,108,-111,108,7.5,7.5,7.5,7.5,-113,106,-113,106
5058972,2026-06-24,WSH,PHI,,,122,-125,122,-125,9.5,9.5,9.5,9.5,-108,104,-108,104
5058973,2026-06-24,TOR,HOU,,,-147,144,-147,144,8.5,8.5,8.5,8.5,-104,100,-104,100
5058974,2026-06-24,NYM,CHC,,,111,-115,111,-115,8.5,8.5,8.5,8.5,-102,-106,-102,-106
5058975,2026-06-24,CIN,MIL,,,130,-133,130,-133,9.5,9.5,9.5,9.5,100,-106,100,-106
5058976,2026-06-24,MIN,LAD,,,156,-160,156,-160,8.5,8.5,8.5,8.5,113,-117,113,-117
5058977,2026-06-24,STL,ARI,,,-111,108,-111,108,8.5,8.5,8.5,8.5,-130,125,-130,125
5058978,2026-06-24,SD,ATL,,,125,-127,125,-127,7.5,7.5,7.5,7.5,-117,113,-117,113
5058979,2026-06-24,SF,OAK,,,117,-120,117,-120,7.5,7.5,7.5,7.5,-120,115,-120,115
