game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058442,2026-05-16,DET,TOR,,,-121,116,-121,116,1.5,1.5,1.5,1.5,103,-112,103,-112
5058443,2026-05-16,STL,KC,,,-108,106,-108,106,1.5,1.5,1.5,1.5,125,-132,125,-132
5058444,2026-05-16,COL,ARI,,,126,-127,126,-127,2.5,2.5,2.5,2.5,111,-121,111,-121
5058445,2026-05-16,WSH,BAL,,,-104,101,-104,101,2.5,2.5,2.5,2.5,108,-117,108,-117
5058446,2026-05-16,PIT,PHI,,,151,-151,151,-151,1.5,1.5,1.5,1.5,100,-103,100,-103
5058447,2026-05-16,TB,MIA,,,-129,128,-129,128,1.5,1.5,1.5,1.5,-109,103,-109,103
5058448,2026-05-16,CLE,CIN,,,-159,154,-159,154,1.5,1.5,1.5,1.5,100,-103,100,-103
5058449,2026-05-16,CHW,CHC,,,-102,101,-102,101,2.5,2.5,2.5,2.5,-109,101,-109,101
5058450,2026-05-16,MIN,MIL,,,111,-115,111,-115,2.5,2.5,2.5,2.5,104,-106,104,-106
5058451,2026-05-16,HOU,TEX,,,133,-135,133,-135,7.5,7.5,7.5,7.5,-121,111,-121,111
5058452,2026-05-16,ATL,BOS,,,-128,127,-128,127,1.5,1.5,1.5,1.5,-112,107,-112,107
5058453,2026-05-16,NYM,NYY,,,119,-120,119,-120,1.5,1.5,1.5,1.5,101,-105,101,-105
5058454,2026-05-16,SEA,SD,,,-154,151,-154,151,1.5,1.5,1.5,1.5,114,-125,114,-125
5058455,2026-05-16,LAA,LAD,,,122,-123,122,-123,2.5,2.5,2.5,2.5,100,-105,100,-105
5058456,2026-05-16,OAK,SF,,,-123,117,-123,117,9.5,9.5,9.5,9.5,-114,106,-114,106
