game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058109,2026-04-21,CLE,HOU,,,-138,131,-138,131,8.5,8.5,8.5,8.5,104,-108,104,-108
5058110,2026-04-21,TB,CIN,,,100,-101,100,-101,7.5,7.5,7.5,7.5,100,-111,100,-111
5058111,2026-04-21,DET,MIL,,,-106,102,-106,102,8.5,8.5,8.5,8.5,100,-107,100,-107
5058112,2026-04-21,MIA,STL,,,-107,105,-107,105,8.5,8.5,8.5,8.5,-110,104,-110,104
5058113,2026-04-21,WSH,ATL,,,127,-129,127,-129,8.5,8.5,8.5,8.5,-102,-105,-102,-105
5058114,2026-04-21,BOS,NYY,,,-104,103,-104,103,8.5,8.5,8.5,8.5,102,-108,102,-108
5058115,2026-04-21,NYM,MIN,,,-165,160,-165,160,7.5,7.5,7.5,7.5,-102,-104,-102,-104
5058116,2026-04-21,KC,BAL,,,-120,117,-120,117,8.5,8.5,8.5,8.5,-124,112,-124,112
5058117,2026-04-21,CHC,PHI,,,-116,109,-116,109,8.5,8.5,8.5,8.5,-102,100,-102,100
5058118,2026-04-21,TEX,PIT,,,-107,103,-107,103,8.5,8.5,8.5,8.5,-100,-114,-100,-114
5058119,2026-04-21,COL,SD,,,132,-134,132,-134,11.5,11.5,11.5,11.5,113,-122,113,-122
5058120,2026-04-21,LAA,TOR,,,-104,101,-104,101,9.5,9.5,9.5,9.5,116,-133,116,-133
5058121,2026-04-21,SEA,OAK,,,-154,149,-154,149,7.5,7.5,7.5,7.5,-113,101,-113,101
5058122,2026-04-21,ARI,CHW,,,-143,140,-143,140,9.5,9.5,9.5,9.5,116,-130,116,-130
5058123,2026-04-21,SF,LAD,,,167,-167,167,-167,7.5,7.5,7.5,7.5,108,-112,108,-112
