game_pk,Date,home team,away team,home score,away score,home ml open,away ml open,home ml close,away ml close,over open,under open,over close,under close,over open odds,under open odds,over close odds,under close odds
5058239,2026-05-01,CHC,ARI,,,-134,128,-134,128,7.5,7.5,7.5,7.5,122,-133,122,-133
5058241,2026-05-01,DET,TEX,,,-108,106,-108,106,7.5,7.5,7.5,7.5,-108,101,-108,101
5058240,2026-05-01,PIT,CIN,,,-122,118,-122,118,8.5,8.5,8.5,8.5,104,-110,104,-110
5058242,2026-05-01,WSH,MIL,,,143,-149,143,-149,7.5,7.5,7.5,7.5,-116,107,-116,107
5058243,2026-05-01,NYY,BAL,,,-169,161,-169,161,8.5,8.5,8.5,8.5,-109,105,-109,105
5058244,2026-05-01,BOS,HOU,,,-113,108,-113,108,9.5,9.5,9.5,9.5,107,-114,107,-114
5058245,2026-05-01,MIA,PHI,,,104,-109,104,-109,7.5,7.5,7.5,7.5,-116,109,-116,109
5058246,2026-05-01,TB,SF,,,-136,133,-136,133,7.5,7.5,7.5,7.5,-114,-103,-114,-103
5058247,2026-05-01,MIN,TOR,,,-102,-101,-102,-101,8.5,8.5,8.5,8.5,-113,108,-113,108
5058248,2026-05-01,STL,LAD,,,157,-164,157,-164,8.5,8.5,8.5,8.5,104,-117,104,-117
5058249,2026-05-01,COL,ATL,,,164,-166,164,-166,10.5,10.5,10.5,10.5,-128,116,-128,116
5058250,2026-05-01,LAA,NYM,,,112,-113,112,-113,8.5,8.5,8.5,8.5,-129,112,-129,112
5058251,2026-05-01,SD,CHW,,,-139,136,-139,136,8.5,8.5,8.5,8.5,106,-117,106,-117
5058252,2026-05-01,OAK,CLE,,,-102,101,-102,101,9.5,9.5,9.5,9.5,-105,-106,-105,-106
5058253,2026-05-01,SEA,KC,,,-142,135,-142,135,7.5,7.5,7.5,7.5,123,-131,123,-131
