Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-11,DET,CWS,DET,CWS,0,-0.5,-101,-126,,,,,,-101,-126,,,
2025-08-11,DET,CWS,DET,CWS,0,-1.5,119,-126,,,,,,119,-126,,,
2025-08-11,BOS,HOU,BOS,HOU,0,-1.5,105,-112,,,,,,105,-112,,,
2025-08-11,BOS,HOU,BOS,HOU,0,-0.5,-135,107,,,,,,-135,107,,,
2025-08-11,SF,SD,SF,SD,0,-1.5,164,-181,,,,,,164,-181,,,
2025-08-11,SF,SD,SF,SD,0,-0.5,-105,-122,,,,,,-105,-122,,,
2025-08-11,LAD,LAA,LAD,LAA,0,-0.5,-117,-109,,,,,,-117,-109,,,
2025-08-11,LAD,LAA,LAD,LAA,0,-1.5,-106,102,,,,,,-106,102,,,
2025-08-11,KAN,WAS,WAS,KAN,1,-0.5,113,-145,,,,,,-145,113,,,
2025-08-11,KAN,WAS,WAS,KAN,1,-1.5,148,-155,,,,,,-155,148,,,
2025-08-11,MIL,PIT,PIT,MIL,1,-0.5,-126,100,,,,,,100,-126,,,
2025-08-11,MIL,PIT,PIT,MIL,1,-1.5,106,-110,,,,,,-110,106,,,
2025-08-11,OAK,TB,TB,OAK,1,-0.5,103,-132,,,,,,-132,103,,,
2025-08-11,OAK,TB,TB,OAK,1,-1.5,178,-196,,,,,,-196,178,,,
2025-08-11,NYY,MIN,NYY,MIN,0,-0.5,-101,-127,,,,,,-101,-127,,,
2025-08-11,NYY,MIN,NYY,MIN,0,-1.5,119,-131,,,,,,119,-131,,,
2025-08-11,CIN,PHI,PHI,CIN,1,-0.5,100,-127,,,,,,-127,100,,,
2025-08-11,CIN,PHI,PHI,CIN,1,-1.5,175,-180,,,,,,-180,175,,,
2025-08-11,TEX,ARI,ARI,TEX,1,-0.5,-115,-111,,,,,,-111,-115,,,
2025-08-11,TEX,ARI,ARI,TEX,1,-1.5,147,-152,,,,,,-152,147,,,
2025-08-11,STL,COL,STL,COL,0,-0.5,-142,111,,,,,,-142,111,,,
2025-08-11,STL,COL,STL,COL,0,-1.5,-103,-102,,,,,,-103,-102,,,
