Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-23,TEX,CLE,CLE,TEX,1,-1.5,170,-199,,,,,,-199,170,,,
2025-08-23,NYM,ATL,NYM,ATL,0,-1.5,134,-149,,,,,,134,-149,,,
2025-08-23,PHI,WAS,WAS,PHI,1,-1.5,-124,117,,,,,,117,-124,,,
2025-08-23,DET,KAN,KAN,DET,1,-1.5,178,-192,,,,,,-192,178,,,
2025-08-23,BAL,HOU,HOU,BAL,1,-1.5,176,-196,,,,,,-196,176,,,
2025-08-23,MIL,SF,SF,MIL,1,-1.5,166,-175,,,,,,-175,166,,,
2025-08-23,CIN,ARI,CIN,ARI,0,-1.5,139,-156,,,,,,139,-156,,,
2025-08-23,CHC,LAA,CHC,LAA,0,-1.5,112,-116,,,,,,112,-116,,,
2025-08-23,SEA,OAK,OAK,SEA,1,-1.5,134,-137,,,,,,-137,134,,,
2025-08-23,PIT,COL,COL,PIT,1,-1.5,123,-129,,,,,,-129,123,,,
2025-08-23,TOR,MIA,TOR,MIA,0,-1.5,125,-136,,,,,,125,-136,,,
2025-08-23,LAD,SD,LAD,SD,0,-1.5,129,-144,,,,,,129,-144,,,
2025-08-23,CWS,MIN,CWS,MIN,0,-1.5,198,-214,,,,,,198,-214,,,
2025-08-23,BOS,NYY,BOS,NYY,0,-1.5,146,-155,,,,,,146,-155,,,
