Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-03,LAD,PIT,LAD,PIT,0,-1.5,106,-109,,,,,,106,-109,,,
2025-09-03,STL,OAK,STL,OAK,0,-1.5,189,-218,,,,,,189,-218,,,
2025-09-03,SEA,TB,SEA,TB,0,-1.5,125,-134,,,,,,125,-134,,,
2025-09-03,SD,BAL,SD,BAL,0,-1.5,134,-143,,,,,,134,-143,,,
2025-09-03,ARI,TEX,TEX,ARI,1,-1.5,168,-174,,,,,,-174,168,,,
2025-09-03,TOR,CIN,TOR,CIN,0,-1.5,106,-116,,,,,,106,-116,,,
2025-09-03,MIA,WAS,MIA,WAS,0,-1.5,114,-124,,,,,,114,-124,,,
2025-09-03,NYM,DET,NYM,DET,0,-1.5,147,-159,,,,,,147,-159,,,
2025-09-03,CHC,ATL,CHC,ATL,0,-1.5,142,-154,,,,,,142,-154,,,
2025-09-03,MIN,CWS,CWS,MIN,1,-1.5,125,-136,,,,,,-136,125,,,
2025-09-03,MIL,PHI,PHI,MIL,1,-1.5,181,-202,,,,,,-202,181,,,
2025-09-03,NYY,HOU,NYY,HOU,0,-1.5,133,-149,,,,,,133,-149,,,
2025-09-03,KAN,LAA,LAA,KAN,1,-1.5,121,-128,,,,,,-128,121,,,
2025-09-03,SF,COL,SF,COL,0,-1.5,-128,118,,,,,,-128,118,,,
2025-09-03,BOS,CLE,CLE,BOS,1,-1.5,142,-150,,,,,,-150,142,,,
