Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-27,NYY,WAS,NYY,WAS,0,-1.5,-124,118,,,,,,-124,118,,,
2025-08-27,STL,PIT,STL,PIT,0,-1.5,130,-143,,,,,,130,-143,,,
2025-08-27,BOS,BAL,BOS,BAL,0,-1.5,118,-124,,,,,,118,-124,,,
2025-08-27,LAD,CIN,LAD,CIN,0,-1.5,109,-122,,,,,,109,-122,,,
2025-08-27,TOR,MIN,MIN,TOR,1,-1.5,116,-119,,,,,,-119,116,,,
2025-08-27,HOU,COL,COL,HOU,1,-1.5,-134,129,,,,,,129,-134,,,
2025-08-27,TEX,LAA,LAA,TEX,1,-1.5,131,-149,,,,,,-149,131,,,
2025-08-27,ATL,MIA,ATL,MIA,0,-1.5,139,-152,,,,,,139,-152,,,
2025-08-27,TB,CLE,TB,CLE,0,-1.5,127,-137,,,,,,127,-137,,,
2025-08-27,DET,OAK,DET,OAK,0,-1.5,132,-142,,,,,,132,-142,,,
2025-08-27,CHC,SF,CHC,SF,0,-1.5,133,-153,,,,,,133,-153,,,
2025-08-27,NYM,PHI,NYM,PHI,0,-1.5,140,-156,,,,,,140,-156,,,
2025-08-27,MIL,ARI,ARI,MIL,1,-1.5,150,-170,,,,,,-170,150,,,
2025-08-27,SEA,SD,SD,SEA,1,-1.5,157,-171,,,,,,-171,157,,,
2025-08-27,KAN,CWS,KAN,CWS,0,-1.5,133,-140,,,,,,133,-140,,,
