Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-17,NYY,MIN,NYY,MIN,0,-1.5,107,-116,,,,,,107,-116,,,
2025-09-17,NYM,SD,NYM,SD,0,-1.5,183,-207,,,,,,183,-207,,,
2025-09-17,MIA,COL,MIA,COL,0,-1.5,-102,-107,,,,,,-102,-107,,,
2025-09-17,ARI,SF,SF,ARI,1,-1.5,188,-202,,,,,,-202,188,,,
2025-09-17,CIN,STL,CIN,STL,0,-1.5,147,-155,,,,,,147,-155,,,
2025-09-17,BAL,CWS,BAL,CWS,0,-1.5,148,-151,,,,,,148,-151,,,
2025-09-17,TOR,TB,TOR,TB,0,-1.5,138,-142,,,,,,138,-142,,,
2025-09-17,MIL,LAA,LAA,MIL,1,-1.5,-111,103,,,,,,103,-111,,,
2025-09-17,TEX,HOU,TEX,HOU,0,-1.5,133,-149,,,,,,133,-149,,,
2025-09-17,ATL,WAS,ATL,WAS,0,-1.5,120,-125,,,,,,120,-125,,,
2025-09-17,DET,CLE,CLE,DET,1,-1.5,151,-169,,,,,,-169,151,,,
2025-09-17,BOS,OAK,OAK,BOS,1,-1.5,131,-136,,,,,,-136,131,,,
2025-09-17,LAD,PHI,LAD,PHI,0,-1.5,149,-162,,,,,,149,-162,,,
2025-09-17,KAN,SEA,SEA,KAN,1,-1.5,171,-187,,,,,,-187,171,,,
