Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-02,LAD,TB,LAD,TB,0,-1.5,141,-155,,,,,,141,-155,,,
2025-08-02,CHC,BAL,CHC,BAL,0,-1.5,-102,-102,,,,,,-102,-102,,,
2025-08-02,BOS,HOU,HOU,BOS,1,-1.5,170,-181,,,,,,-181,170,,,
2025-08-02,TOR,KAN,KAN,TOR,1,-1.5,152,-164,,,,,,-164,152,,,
2025-08-02,MIL,WAS,MIL,WAS,0,-1.5,-111,106,,,,,,-111,106,,,
2025-08-02,PIT,COL,PIT,COL,0,-1.5,-150,133,,,,,,-150,133,,,
2025-08-02,SEA,TEX,TEX,SEA,1,-1.5,186,-193,,,,,,-193,186,,,
2025-08-02,ATL,CIN,ATL,CIN,0,-1.5,143,-160,,,,,,143,-160,,,
2025-08-02,SD,STL,SD,STL,0,-1.5,151,-162,,,,,,151,-162,,,
2025-08-02,LAA,CWS,LAA,CWS,0,-1.5,149,-157,,,,,,149,-157,,,
2025-08-02,DET,PHI,DET,PHI,0,-1.5,191,-201,,,,,,191,-201,,,
2025-08-02,NYY,MIA,NYY,MIA,0,-1.5,169,-178,,,,,,169,-178,,,
2025-08-02,CLE,MIN,MIN,CLE,1,-1.5,150,-159,,,,,,-159,150,,,
2025-08-02,OAK,ARI,ARI,OAK,1,-1.5,169,-188,,,,,,-188,169,,,
2025-08-02,NYM,SF,NYM,SF,0,-1.5,112,-120,,,,,,112,-120,,,
