Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-29,HOU,LAA,LAA,HOU,1,-1.5,128,-138,,,,,,-138,128,,,
2025-08-29,CIN,STL,STL,CIN,1,-1.5,167,-178,,,,,,-178,167,,,
2025-08-29,LAD,ARI,LAD,ARI,0,-1.5,113,-122,,,,,,113,-122,,,
2025-08-29,SEA,CLE,SEA,CLE,0,-1.5,113,-127,,,,,,113,-127,,,
2025-08-29,KAN,DET,DET,KAN,1,-1.5,172,-189,,,,,,-189,172,,,
2025-08-29,OAK,TEX,TEX,OAK,1,-1.5,141,-154,,,,,,-154,141,,,
2025-08-29,CHC,COL,CHC,COL,0,-1.5,-148,138,,,,,,-148,138,,,
2025-08-29,NYM,MIA,NYM,MIA,0,-1.5,125,-135,,,,,,125,-135,,,
2025-08-29,NYY,CWS,NYY,CWS,0,-1.5,-126,119,,,,,,-126,119,,,
2025-08-29,TOR,MIL,MIL,TOR,1,-1.5,174,-185,,,,,,-185,174,,,
2025-08-29,PHI,ATL,ATL,PHI,1,-1.5,114,-123,,,,,,-123,114,,,
2025-08-29,TB,WAS,TB,WAS,0,-1.5,122,-128,,,,,,122,-128,,,
2025-08-29,SD,MIN,SD,MIN,0,-1.5,128,-145,,,,,,128,-145,,,
2025-08-29,SF,BAL,SF,BAL,0,-1.5,157,-174,,,,,,157,-174,,,
2025-08-29,PIT,BOS,PIT,BOS,0,-1.5,172,-188,,,,,,172,-188,,,
