Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-08-31,NYM,MIA,NYM,MIA,0,-1.5,124,-133,,,,,,124,-133,,,
2025-08-31,BOS,PIT,PIT,BOS,1,-1.5,124,-135,,,,,,-135,124,,,
2025-08-31,TEX,OAK,TEX,OAK,0,-1.5,112,-126,,,,,,112,-126,,,
2025-08-31,MIN,SD,SD,MIN,1,-1.5,174,-191,,,,,,-191,174,,,
2025-08-31,NYY,CWS,NYY,CWS,0,-1.5,-107,-101,,,,,,-107,-101,,,
2025-08-31,HOU,LAA,LAA,HOU,1,-1.5,144,-149,,,,,,-149,144,,,
2025-08-31,SF,BAL,SF,BAL,0,-1.5,153,-169,,,,,,153,-169,,,
2025-08-31,LAD,ARI,LAD,ARI,0,-1.5,-110,-103,,,,,,-110,-103,,,
2025-08-31,TOR,MIL,MIL,TOR,1,-1.5,199,-213,,,,,,-213,199,,,
2025-08-31,CHC,COL,CHC,COL,0,-1.5,-151,140,,,,,,-151,140,,,
2025-08-31,TB,WAS,TB,WAS,0,-1.5,124,-132,,,,,,124,-132,,,
2025-08-31,SEA,CLE,SEA,CLE,0,-1.5,158,-171,,,,,,158,-171,,,
2025-08-31,DET,KAN,DET,KAN,0,-1.5,110,-121,,,,,,110,-121,,,
2025-08-31,PHI,ATL,ATL,PHI,1,-1.5,136,-145,,,,,,-145,136,,,
