Date,Fav Team,Dog Team,Away,Home,Fav Home?,Spread,Fav Spread Odds,Dog Spread Odds,Fav Score,Dog Score,Fav/Dog +/-,Fav Cover?,Fav Win?,Away Spread Odds,Home  Spread Odds,Away Score,Home Score,Home/Away  +/-
2025-09-08,MIL,TEX,MIL,TEX,0,-1.5,144,-159,,,,,,144,-159,,,
2025-09-08,SD,CIN,SD,CIN,0,-1.5,160,-178,,,,,,160,-178,,,
2025-09-08,NYM,PHI,NYM,PHI,0,-1.5,140,-148,,,,,,140,-148,,,
2025-09-08,CLE,KAN,KAN,CLE,1,-1.5,192,-207,,,,,,-207,192,,,
2025-09-08,LAA,MIN,LAA,MIN,0,-1.5,165,-182,,,,,,165,-182,,,
2025-09-08,SEA,STL,STL,SEA,1,-1.5,-104,-104,,,,,,-104,-104,,,
2025-09-08,SF,ARI,SF,ARI,0,-1.5,121,-137,,,,,,121,-137,,,
2025-09-08,BOS,OAK,BOS,OAK,0,-1.5,101,-110,,,,,,101,-110,,,
2025-09-08,CHC,ATL,CHC,ATL,0,-1.5,149,-155,,,,,,149,-155,,,
2025-09-08,LAD,COL,LAD,COL,0,-1.5,-154,135,,,,,,-154,135,,,
2025-09-08,MIA,WAS,WAS,MIA,1,-1.5,168,-184,,,,,,-184,168,,,
